dataset,policy_id,method,seed,round,labeled_count,labeled_ratio,mean_dsc_fg
ext_abdoment1k,P8,TypiClust,3000,3,176,0.0704,0.715322882153737
ext_abdoment1k,P8,TypiClust,3000,4,250,0.1,0.7492677584157722
ext_abdoment1k,P8,TypiClust,3000,5,375,0.15,0.7939817853189999
ext_abdoment1k,P8,TypiClust,3000,6,500,0.2,0.8077680042296423
ext_abdoment1k,P9,PAAL,1000,0,25,0.01,0.4642157455706443
ext_abdoment1k,P9,PAAL,1000,1,50,0.02,0.5419099061494413
ext_abdoment1k,P9,PAAL,1000,2,100,0.04,0.5577140157051254
ext_abdoment1k,P9,PAAL,1000,3,176,0.0704,0.6330440402462684
ext_abdoment1k,P9,PAAL,1000,4,250,0.1,0.6591096496372225
ext_abdoment1k,P9,PAAL,1000,5,375,0.15,0.7224945273926647
ext_abdoment1k,P9,PAAL,1000,6,500,0.2,0.747337880405156
ext_abdoment1k,P9,PAAL,2000,0,25,0.01,0.5357121774085196
ext_abdoment1k,P9,PAAL,2000,1,50,0.02,0.47674767232230497
ext_abdoment1k,P9,PAAL,2000,2,100,0.04,0.6437209111045281
ext_abdoment1k,P9,PAAL,2000,3,176,0.0704,0.6509575939646323
ext_abdoment1k,P9,PAAL,2000,4,250,0.1,0.697215113547467
ext_abdoment1k,P9,PAAL,2000,5,375,0.15,0.7207109164238757
ext_abdoment1k,P9,PAAL,2000,6,500,0.2,0.761370068716008
ext_abdoment1k,P9,PAAL,3000,0,25,0.01,0.47847273261128964
ext_abdoment1k,P9,PAAL,3000,1,50,0.02,0.45258265413650195
ext_abdoment1k,P9,PAAL,3000,2,100,0.04,0.5528350768996502
ext_abdoment1k,P9,PAAL,3000,3,176,0.0704,0.6456089108837519
ext_abdoment1k,P9,PAAL,3000,4,250,0.1,0.6973333252232085
ext_abdoment1k,P9,PAAL,3000,5,375,0.15,0.6959463209469622
ext_abdoment1k,P9,PAAL,3000,6,500,0.2,0.724619203269871
ext_brats2020,P0,Random,1000,0,25,0.01,0.2957449572785923
ext_brats2020,P0,Random,1000,1,50,0.02,0.3876954794623772
ext_brats2020,P0,Random,1000,2,100,0.04,0.39451729281675463
ext_brats2020,P0,Random,1000,3,176,0.0704,0.4682485227067098
ext_brats2020,P0,Random,1000,4,250,0.1,0.44152018096061074
ext_brats2020,P0,Random,1000,5,375,0.15,0.47639027666771694
ext_brats2020,P0,Random,1000,6,500,0.2,0.47185302908063315
ext_brats2020,P0,Random,2000,0,25,0.01,0.2902022260470277
ext_brats2020,P0,Random,2000,1,50,0.02,0.307794920882488
ext_brats2020,P0,Random,2000,2,100,0.04,0.33800018382056085
ext_brats2020,P0,Random,2000,3,176,0.0704,0.42727022733901887
ext_brats2020,P0,Random,2000,4,250,0.1,0.4168718324391287
ext_brats2020,P0,Random,2000,5,375,0.15,0.42079712086594023
ext_brats2020,P0,Random,2000,6,500,0.2,0.4574059396294967
ext_brats2020,P0,Random,3000,0,25,0.01,0.14185119217365108
ext_brats2020,P0,Random,3000,1,50,0.02,0.32903021579702224
ext_brats2020,P0,Random,3000,2,100,0.04,0.3574346814103366
ext_brats2020,P0,Random,3000,3,176,0.0704,0.451263441307567
ext_brats2020,P0,Random,3000,4,250,0.1,0.4610125416250786
ext_brats2020,P0,Random,3000,5,375,0.15,0.5147210283240496
ext_brats2020,P0,Random,3000,6,500,0.2,0.5292034885160113
ext_brats2020,P1,Entropy,1000,0,25,0.01,0.2957449572785923
ext_brats2020,P1,Entropy,1000,1,50,0.02,0.3842339098450509
ext_brats2020,P1,Entropy,1000,2,100,0.04,0.4273715011926832
ext_brats2020,P1,Entropy,1000,3,176,0.0704,0.4385027325588641
ext_brats2020,P1,Entropy,1000,4,250,0.1,0.4543640921990942
ext_brats2020,P1,Entropy,1000,5,375,0.15,0.5172853663399157
ext_brats2020,P1,Entropy,1000,6,500,0.2,0.5095917747590025
ext_brats2020,P1,Entropy,2000,0,25,0.01,0.2902022260470277
ext_brats2020,P1,Entropy,2000,1,50,0.02,0.2778446848135867
ext_brats2020,P1,Entropy,2000,2,100,0.04,0.3475520442886215
ext_brats2020,P1,Entropy,2000,3,176,0.0704,0.39426411630135
ext_brats2020,P1,Entropy,2000,4,250,0.1,0.40905607216620204
ext_brats2020,P1,Entropy,2000,5,375,0.15,0.4317010594565746
ext_brats2020,P1,Entropy,2000,6,500,0.2,0.45636563974906574
ext_brats2020,P1,Entropy,3000,0,25,0.01,0.22573341336152067
ext_brats2020,P1,Entropy,3000,1,50,0.02,0.34870840465924374
ext_brats2020,P1,Entropy,3000,2,100,0.04,0.3296119021745038
ext_brats2020,P1,Entropy,3000,3,176,0.0704,0.43584583214311423
ext_brats2020,P1,Entropy,3000,4,250,0.1,0.4627837635500593
ext_brats2020,P1,Entropy,3000,5,375,0.15,0.5254639820159569
ext_brats2020,P1,Entropy,3000,6,500,0.2,0.513927874149733
ext_brats2020,P2,BALD,1000,0,25,0.01,0.2957449572785923
ext_brats2020,P2,BALD,1000,1,50,0.02,0.3686988384750729
ext_brats2020,P2,BALD,1000,2,100,0.04,0.4135421680347358
ext_brats2020,P2,BALD,1000,3,176,0.0704,0.41374548170939285
ext_brats2020,P2,BALD,1000,4,250,0.1,0.42161822695035533
ext_brats2020,P2,BALD,1000,5,375,0.15,0.4433049144635446
ext_brats2020,P2,BALD,1000,6,500,0.2,0.4989108568444774
ext_brats2020,P2,BALD,2000,0,25,0.01,0.2902022260470277
ext_brats2020,P2,BALD,2000,1,50,0.02,0.3216983767936577
ext_brats2020,P2,BALD,2000,2,100,0.04,0.3583311319092366
ext_brats2020,P2,BALD,2000,3,176,0.0704,0.40541869183538115
ext_brats2020,P2,BALD,2000,4,250,0.1,0.38259277616079407
ext_brats2020,P2,BALD,2000,5,375,0.15,0.4385721053325383
ext_brats2020,P2,BALD,2000,6,500,0.2,0.4490724869123218
ext_brats2020,P2,BALD,3000,0,25,0.01,0.22573341336152067
ext_brats2020,P2,BALD,3000,1,50,0.02,0.284059877733932
ext_brats2020,P2,BALD,3000,2,100,0.04,0.3770475694384058
ext_brats2020,P2,BALD,3000,3,176,0.0704,0.4490956849915336
ext_brats2020,P2,BALD,3000,4,250,0.1,0.47097622443200493
ext_brats2020,P2,BALD,3000,5,375,0.15,0.46284614514831474
ext_brats2020,P2,BALD,3000,6,500,0.2,0.5132897933454272
ext_brats2020,P3,CoreSet,1000,0,25,0.01,0.2957449572785923
ext_brats2020,P3,CoreSet,1000,1,50,0.02,0.33234526871715064
ext_brats2020,P3,CoreSet,1000,2,100,0.04,0.34430190844222375
ext_brats2020,P3,CoreSet,1000,3,176,0.0704,0.37779907134733465
ext_brats2020,P3,CoreSet,1000,4,250,0.1,0.39450730858783994
ext_brats2020,P3,CoreSet,1000,5,375,0.15,0.41808034777127034
ext_brats2020,P3,CoreSet,1000,6,500,0.2,0.4602838620141927
ext_brats2020,P3,CoreSet,2000,0,25,0.01,0.2902022260470277
ext_brats2020,P3,CoreSet,2000,1,50,0.02,0.31768633764078386
ext_brats2020,P3,CoreSet,2000,2,100,0.04,0.3232090810350313
ext_brats2020,P3,CoreSet,2000,3,176,0.0704,0.34701599803364236
ext_brats2020,P3,CoreSet,2000,4,250,0.1,0.39546136393718456
ext_brats2020,P3,CoreSet,2000,5,375,0.15,0.4337825852477869
ext_brats2020,P3,CoreSet,2000,6,500,0.2,0.4449377578677847
ext_brats2020,P3,CoreSet,3000,0,25,0.01,0.22573341336152067
ext_brats2020,P3,CoreSet,3000,1,50,0.02,0.23222131049449857
ext_brats2020,P3,CoreSet,3000,2,100,0.04,0.3400082572218982
ext_brats2020,P3,CoreSet,3000,3,176,0.0704,0.369470642583926
ext_brats2020,P3,CoreSet,3000,4,250,0.1,0.45122542586047687
ext_brats2020,P3,CoreSet,3000,5,375,0.15,0.4628462250888211
ext_brats2020,P3,CoreSet,3000,6,500,0.2,0.5050249139486833
ext_brats2020,P4,BADGE,1000,0,25,0.01,0.2957449572785923
ext_brats2020,P4,BADGE,1000,1,50,0.02,0.3534684260560656
ext_brats2020,P4,BADGE,1000,2,100,0.04,0.4148409334735618
ext_brats2020,P4,BADGE,1000,3,176,0.0704,0.4407218244898801
ext_brats2020,P4,BADGE,1000,4,250,0.1,0.45650044187192984
ext_brats2020,P4,BADGE,1000,5,375,0.15,0.44751950161635556
ext_brats2020,P4,BADGE,1000,6,500,0.2,0.4855970255874333
ext_brats2020,P4,BADGE,2000,0,25,0.01,0.2902022260470277
ext_brats2020,P4,BADGE,2000,1,50,0.02,0.2918432490625072
ext_brats2020,P4,BADGE,2000,2,100,0.04,0.36271419319274273
ext_brats2020,P4,BADGE,2000,3,176,0.0704,0.41406831439329517
ext_brats2020,P4,BADGE,2000,4,250,0.1,0.41583703885748724
ext_brats2020,P4,BADGE,2000,5,375,0.15,0.4526898437473959
ext_brats2020,P4,BADGE,2000,6,500,0.2,0.4440361451291534
ext_brats2020,P4,BADGE,3000,0,25,0.01,0.22573341336152067
ext_brats2020,P4,BADGE,3000,1,50,0.02,0.3281443456111242
ext_brats2020,P4,BADGE,3000,2,100,0.04,0.4047967640753486
ext_brats2020,P4,BADGE,3000,3,176,0.0704,0.43914496157578414
ext_brats2020,P4,BADGE,3000,4,250,0.1,0.4861607496719865
ext_brats2020,P4,BADGE,3000,5,375,0.15,0.4827723684924491
ext_brats2020,P4,BADGE,3000,6,500,0.2,0.5295234013304235
ext_brats2020,P5,Ent+Core,1000,0,25,0.01,0.2957449572785923
ext_brats2020,P5,Ent+Core,1000,1,50,0.02,0.31567730774605124
ext_brats2020,P5,Ent+Core,1000,2,100,0.04,0.3875603381445945
ext_brats2020,P5,Ent+Core,1000,3,176,0.0704,0.452043193156943
ext_brats2020,P5,Ent+Core,1000,4,250,0.1,0.4417878861521906
ext_brats2020,P5,Ent+Core,1000,5,375,0.15,0.458355728534268
ext_brats2020,P5,Ent+Core,1000,6,500,0.2,0.4939467615373523
ext_brats2020,P5,Ent+Core,2000,0,25,0.01,0.2902022260470277
ext_brats2020,P5,Ent+Core,2000,1,50,0.02,0.3197757344609661
ext_brats2020,P5,Ent+Core,2000,2,100,0.04,0.38108641889012806
ext_brats2020,P5,Ent+Core,2000,3,176,0.0704,0.3981873412002834
ext_brats2020,P5,Ent+Core,2000,4,250,0.1,0.4081596832100138
ext_brats2020,P5,Ent+Core,2000,5,375,0.15,0.4468654138915459
ext_brats2020,P5,Ent+Core,2000,6,500,0.2,0.4869397076326253
ext_brats2020,P5,Ent+Core,3000,0,25,0.01,0.22573341336152067
ext_brats2020,P5,Ent+Core,3000,1,50,0.02,0.38452678299034
ext_brats2020,P5,Ent+Core,3000,2,100,0.04,0.42330607285130684
ext_brats2020,P5,Ent+Core,3000,3,176,0.0704,0.505890514203314
ext_brats2020,P5,Ent+Core,3000,4,250,0.1,0.5323140075410487
ext_brats2020,P5,Ent+Core,3000,5,375,0.15,0.527920805401794
ext_brats2020,P5,Ent+Core,3000,6,500,0.2,0.5342006731704745
ext_brats2020,P6,SelUnc,1000,0,25,0.01,0.2957449572785923
ext_brats2020,P6,SelUnc,1000,1,50,0.02,0.3533230019878373
ext_brats2020,P6,SelUnc,1000,2,100,0.04,0.37685197100651285
ext_brats2020,P6,SelUnc,1000,3,176,0.0704,0.41421575591605675
ext_brats2020,P6,SelUnc,1000,4,250,0.1,0.4318068098718475
ext_brats2020,P6,SelUnc,1000,5,375,0.15,0.45843775189716157
ext_brats2020,P6,SelUnc,1000,6,500,0.2,0.43831786228100555
ext_brats2020,P6,SelUnc,2000,0,25,0.01,0.2902022260470277
ext_brats2020,P6,SelUnc,2000,1,50,0.02,0.3281488047698101
ext_brats2020,P6,SelUnc,2000,2,100,0.04,0.3258159201463866
ext_brats2020,P6,SelUnc,2000,3,176,0.0704,0.36704780679083476
ext_brats2020,P6,SelUnc,2000,4,250,0.1,0.2805417318399626
ext_brats2020,P6,SelUnc,2000,5,375,0.15,0.37637759348384575
ext_brats2020,P6,SelUnc,2000,6,500,0.2,0.39310610811748703
ext_brats2020,P6,SelUnc,3000,0,25,0.01,0.22573341336152067
ext_brats2020,P6,SelUnc,3000,1,50,0.02,0.27201381532615915
ext_brats2020,P6,SelUnc,3000,2,100,0.04,0.38472539167144437
ext_brats2020,P6,SelUnc,3000,3,176,0.0704,0.4248801663257434
ext_brats2020,P6,SelUnc,3000,4,250,0.1,0.46504577365310495
ext_brats2020,P6,SelUnc,3000,5,375,0.15,0.47218482691892366
ext_brats2020,P6,SelUnc,3000,6,500,0.2,0.5024691316857179
ext_brats2020,P7,SAM-Core,1000,0,25,0.01,0.2957449572785923
ext_brats2020,P7,SAM-Core,1000,1,50,0.02,0.350798554361024
ext_brats2020,P7,SAM-Core,1000,2,100,0.04,0.3991257491762183
ext_brats2020,P7,SAM-Core,1000,3,176,0.0704,0.40651922937826745
ext_brats2020,P7,SAM-Core,1000,4,250,0.1,0.44440080145293914
ext_brats2020,P7,SAM-Core,1000,5,375,0.15,0.45912295875759174
ext_brats2020,P7,SAM-Core,1000,6,500,0.2,0.48233890987448425
ext_brats2020,P7,SAM-Core,2000,0,25,0.01,0.2902022260470277
ext_brats2020,P7,SAM-Core,2000,1,50,0.02,0.3058811830055179
ext_brats2020,P7,SAM-Core,2000,2,100,0.04,0.31902637736916234
ext_brats2020,P7,SAM-Core,2000,3,176,0.0704,0.39367739653439743
ext_brats2020,P7,SAM-Core,2000,4,250,0.1,0.39970277185866643
ext_brats2020,P7,SAM-Core,2000,5,375,0.15,0.4310691548638921
ext_brats2020,P7,SAM-Core,2000,6,500,0.2,0.4013364728762126
ext_brats2020,P7,SAM-Core,3000,0,25,0.01,0.22573341336152067
ext_brats2020,P7,SAM-Core,3000,1,50,0.02,0.35637631608675585
ext_brats2020,P7,SAM-Core,3000,2,100,0.04,0.3935858805702705
ext_brats2020,P7,SAM-Core,3000,3,176,0.0704,0.44740643496054433
ext_brats2020,P7,SAM-Core,3000,4,250,0.1,0.4391394312807092
ext_brats2020,P7,SAM-Core,3000,5,375,0.15,0.49532158678664845
ext_brats2020,P7,SAM-Core,3000,6,500,0.2,0.4997418891898106
ext_brats2020,P8,TypiClust,1000,0,25,0.01,0.2957449572785923
ext_brats2020,P8,TypiClust,1000,1,50,0.02,0.3457017690059639
ext_brats2020,P8,TypiClust,1000,2,100,0.04,0.38797281484348517
ext_brats2020,P8,TypiClust,1000,3,176,0.0704,0.4360109957097705
ext_brats2020,P8,TypiClust,1000,4,250,0.1,0.45122945318067964
ext_brats2020,P8,TypiClust,1000,5,375,0.15,0.4511920283614739
ext_brats2020,P8,TypiClust,1000,6,500,0.2,0.4489619129041264
ext_brats2020,P8,TypiClust,2000,0,25,0.01,0.2902022260470277
ext_brats2020,P8,TypiClust,2000,1,50,0.02,0.31018706086887005
ext_brats2020,P8,TypiClust,2000,2,100,0.04,0.3636417106578712
ext_brats2020,P8,TypiClust,2000,3,176,0.0704,0.41272586284669854
ext_brats2020,P8,TypiClust,2000,4,250,0.1,0.4118368618169941
ext_brats2020,P8,TypiClust,2000,5,375,0.15,0.46485425821787996
ext_brats2020,P8,TypiClust,2000,6,500,0.2,0.4652003823080642
ext_brats2020,P8,TypiClust,3000,0,25,0.01,0.22573341336152067
ext_brats2020,P8,TypiClust,3000,1,50,0.02,0.35443011927872936
ext_brats2020,P8,TypiClust,3000,2,100,0.04,0.4125232338860004
ext_brats2020,P8,TypiClust,3000,3,176,0.0704,0.4357964205210238
ext_brats2020,P8,TypiClust,3000,4,250,0.1,0.4972705625515921
ext_brats2020,P8,TypiClust,3000,5,375,0.15,0.4972567946467199
ext_brats2020,P8,TypiClust,3000,6,500,0.2,0.5184392467401308
ext_brats2020,P9,PAAL,1000,0,25,0.01,0.2957449572785923
ext_brats2020,P9,PAAL,1000,1,50,0.02,0.3613480144101221
ext_brats2020,P9,PAAL,1000,2,100,0.04,0.3660561608240726
ext_brats2020,P9,PAAL,1000,3,176,0.0704,0.3633930701198057
ext_brats2020,P9,PAAL,1000,4,250,0.1,0.372085114291063
ext_brats2020,P9,PAAL,1000,5,375,0.15,0.3987428694330919
ext_brats2020,P9,PAAL,1000,6,500,0.2,0.3790007573609558
ext_brats2020,P9,PAAL,2000,0,25,0.01,0.2902022260470277
ext_brats2020,P9,PAAL,2000,1,50,0.02,0.2978282126210001
ext_brats2020,P9,PAAL,2000,2,100,0.04,0.3034370920280812
ext_brats2020,P9,PAAL,2000,3,176,0.0704,0.3436257659553917
ext_brats2020,P9,PAAL,2000,4,250,0.1,0.3141419650479093
ext_brats2020,P9,PAAL,2000,5,375,0.15,0.42307659624383115
ext_brats2020,P9,PAAL,2000,6,500,0.2,0.31984530871021954
ext_brats2020,P9,PAAL,3000,0,25,0.01,0.22573341336152067
ext_brats2020,P9,PAAL,3000,1,50,0.02,0.2593593133968555
ext_brats2020,P9,PAAL,3000,2,100,0.04,0.2801493443848469
ext_brats2020,P9,PAAL,3000,3,176,0.0704,0.40191734514835786
ext_brats2020,P9,PAAL,3000,4,250,0.1,0.434837791880006
ext_brats2020,P9,PAAL,3000,5,375,0.15,0.4198213324913672
ext_brats2020,P9,PAAL,3000,6,500,0.2,0.42989353075185044
flare22,P0,Random,1000,0,35,0.0103,0.5568100651950292
flare22,P0,Random,1000,1,69,0.0203,0.6539894866137783
flare22,P0,Random,1000,2,137,0.0403,0.6832056341936814
flare22,P0,Random,1000,3,239,0.0703,0.7876375142239089
flare22,P0,Random,1000,4,341,0.1002,0.8239676495129536
flare22,P0,Random,1000,5,511,0.1502,0.8594989116460736
flare22,P0,Random,1000,6,681,0.2002,0.8692437141700176
flare22,P0,Random,2000,0,34,0.01,0.5624591805862292
flare22,P0,Random,2000,1,68,0.0201,0.6311154965121293
flare22,P0,Random,2000,2,136,0.0401,0.7540552767938344
flare22,P0,Random,2000,3,238,0.0702,0.775756333445654
flare22,P0,Random,2000,4,340,0.1003,0.824766862810417
flare22,P0,Random,2000,5,509,0.1501,0.8388785541972986
flare22,P0,Random,2000,6,679,0.2002,0.8390720273932687
flare22,P0,Random,3000,0,34,0.01,0.5343239737772252
flare22,P0,Random,3000,1,68,0.02,0.6830699920910235
flare22,P0,Random,3000,2,136,0.04,0.7758220154965385
flare22,P0,Random,3000,3,239,0.0703,0.8333990035154806
flare22,P0,Random,3000,4,340,0.1,0.8348518106980997
flare22,P0,Random,3000,5,510,0.15,0.8538664392103132
flare22,P0,Random,3000,6,680,0.2,0.8681009477948384
flare22,P1,Entropy,1000,0,35,0.0103,0.5568100651950292
flare22,P1,Entropy,1000,1,69,0.0203,0.7224666507270331
flare22,P1,Entropy,1000,2,137,0.0403,0.7644454038776649
flare22,P1,Entropy,1000,3,239,0.0703,0.8292794825557341
flare22,P1,Entropy,1000,4,341,0.1002,0.8295803824509254
flare22,P1,Entropy,1000,5,511,0.1502,0.8559976895727743
flare22,P1,Entropy,1000,6,681,0.2002,0.87338504180438
flare22,P1,Entropy,2000,0,34,0.01,0.5624591805862292
flare22,P1,Entropy,2000,1,68,0.0201,0.6115852885569536
flare22,P1,Entropy,2000,2,136,0.0401,0.7521778966963957
flare22,P1,Entropy,2000,3,238,0.0702,0.7857485593863273
flare22,P1,Entropy,2000,4,340,0.1003,0.7925333054132276
flare22,P1,Entropy,2000,5,509,0.1501,0.8023896743809427
flare22,P1,Entropy,2000,6,679,0.2002,0.8568678125717886
flare22,P1,Entropy,3000,0,34,0.01,0.5343239737772252
flare22,P1,Entropy,3000,1,68,0.02,0.6873708669027363
flare22,P1,Entropy,3000,2,136,0.04,0.6717270527078004
flare22,P1,Entropy,3000,3,239,0.0703,0.8176861954599659
flare22,P1,Entropy,3000,4,340,0.1,0.8056044107050022
flare22,P1,Entropy,3000,5,510,0.15,0.8412492910400869
flare22,P1,Entropy,3000,6,680,0.2,0.8337206065087032
flare22,P2,BALD,1000,0,35,0.0103,0.5568100651950292
flare22,P2,BALD,1000,1,69,0.0203,0.715415158998141
flare22,P2,BALD,1000,2,137,0.0403,0.7819994863468274
flare22,P2,BALD,1000,3,239,0.0703,0.8279838212377539
flare22,P2,BALD,1000,4,341,0.1002,0.8528187732596388
flare22,P2,BALD,1000,5,511,0.1502,0.860674217143025
flare22,P2,BALD,1000,6,681,0.2002,0.8800046848702853
flare22,P2,BALD,2000,0,34,0.01,0.5624591805862292
flare22,P2,BALD,2000,1,68,0.0201,0.6752965286020647
flare22,P2,BALD,2000,2,136,0.0401,0.7455099265252403
flare22,P2,BALD,2000,3,238,0.0702,0.7677369400090178
flare22,P2,BALD,2000,4,340,0.1003,0.8301381094441582
flare22,P2,BALD,2000,5,509,0.1501,0.8464735940922391
flare22,P2,BALD,2000,6,679,0.2002,0.8491819540090739
flare22,P2,BALD,3000,0,34,0.01,0.5343239737772252
flare22,P2,BALD,3000,1,68,0.02,0.6484363738230204
flare22,P2,BALD,3000,2,136,0.04,0.7652809720423411
flare22,P2,BALD,3000,3,239,0.0703,0.798588690912695
flare22,P2,BALD,3000,4,340,0.1,0.8340186568646041
flare22,P2,BALD,3000,5,510,0.15,0.8407390078531338
flare22,P2,BALD,3000,6,680,0.2,0.8594636095600325
flare22,P3,CoreSet,1000,0,35,0.0103,0.5568100651950292
flare22,P3,CoreSet,1000,1,69,0.0203,0.6279560113490731
flare22,P3,CoreSet,1000,2,137,0.0403,0.6886560112522087
flare22,P3,CoreSet,1000,3,239,0.0703,0.6898844838379017
flare22,P3,CoreSet,1000,4,341,0.1002,0.8487368306482719
flare22,P3,CoreSet,1000,5,511,0.1502,0.852374770474932
flare22,P3,CoreSet,1000,6,681,0.2002,0.8274017369221548
flare22,P3,CoreSet,2000,0,34,0.01,0.5624591805862292
flare22,P3,CoreSet,2000,1,68,0.0201,0.6020786569973503
flare22,P3,CoreSet,2000,2,136,0.0401,0.6478588956875311
flare22,P3,CoreSet,2000,3,238,0.0702,0.7513510192050583
flare22,P3,CoreSet,2000,4,340,0.1003,0.7856930203151359
flare22,P3,CoreSet,2000,5,509,0.1501,0.8318874991007832
flare22,P3,CoreSet,2000,6,679,0.2002,0.8636886424218038
flare22,P3,CoreSet,3000,0,34,0.01,0.5343239737772252
flare22,P3,CoreSet,3000,1,68,0.02,0.6846642446135527
flare22,P3,CoreSet,3000,2,136,0.04,0.7158848095694076
flare22,P3,CoreSet,3000,3,239,0.0703,0.8075891622126755
flare22,P3,CoreSet,3000,4,340,0.1,0.8226940648499789
flare22,P3,CoreSet,3000,5,510,0.15,0.7875413035201988
flare22,P3,CoreSet,3000,6,680,0.2,0.8645525344210628
flare22,P4,BADGE,1000,0,35,0.0103,0.5568100651950292
flare22,P4,BADGE,1000,1,69,0.0203,0.7134501550849788
flare22,P4,BADGE,1000,2,137,0.0403,0.8028685810688396
flare22,P4,BADGE,1000,3,239,0.0703,0.8323661278674588
flare22,P4,BADGE,1000,4,341,0.1002,0.8399834705527994
flare22,P4,BADGE,1000,5,511,0.1502,0.8758866325842792
flare22,P4,BADGE,1000,6,681,0.2002,0.8856885811829505
flare22,P4,BADGE,2000,0,34,0.01,0.5624591805862292
flare22,P4,BADGE,2000,1,68,0.0201,0.6588838381829681
flare22,P4,BADGE,2000,2,136,0.0401,0.743697044954742
flare22,P4,BADGE,2000,3,238,0.0702,0.796329215315593
flare22,P4,BADGE,2000,4,340,0.1003,0.8351598986907934
flare22,P4,BADGE,2000,5,509,0.1501,0.8480605291426963
flare22,P4,BADGE,2000,6,679,0.2002,0.8540861190904788
flare22,P4,BADGE,3000,0,34,0.01,0.5343239737772252
flare22,P4,BADGE,3000,1,68,0.02,0.6865610786914692
flare22,P4,BADGE,3000,2,136,0.04,0.7751014283722738
flare22,P4,BADGE,3000,3,239,0.0703,0.8157907834462508
flare22,P4,BADGE,3000,4,340,0.1,0.8415354995557639
flare22,P4,BADGE,3000,5,510,0.15,0.8699866251397539
flare22,P4,BADGE,3000,6,680,0.2,0.8678445986992819
flare22,P5,Ent+Core,1000,0,35,0.0103,0.5568100651950292
flare22,P5,Ent+Core,1000,1,69,0.0203,0.7342511202461338
flare22,P5,Ent+Core,1000,2,137,0.0403,0.8162478356599228
flare22,P5,Ent+Core,1000,3,239,0.0703,0.8541610282444382
flare22,P5,Ent+Core,1000,4,341,0.1002,0.8650878561552932
flare22,P5,Ent+Core,1000,5,511,0.1502,0.8592485603863841
flare22,P5,Ent+Core,1000,6,681,0.2002,0.8813301020249987
flare22,P5,Ent+Core,2000,0,34,0.01,0.5624591805862292
flare22,P5,Ent+Core,2000,1,68,0.0201,0.6905759162561306
flare22,P5,Ent+Core,2000,2,136,0.0401,0.7500732919692464
flare22,P5,Ent+Core,2000,3,238,0.0702,0.8188710684158633
flare22,P5,Ent+Core,2000,4,340,0.1003,0.8291939269019285
flare22,P5,Ent+Core,2000,5,509,0.1501,0.8606597815987123
flare22,P5,Ent+Core,2000,6,679,0.2002,0.8664884656044737
flare22,P5,Ent+Core,3000,0,34,0.01,0.5343239737772252
flare22,P5,Ent+Core,3000,1,68,0.02,0.7153587999420792
flare22,P5,Ent+Core,3000,2,136,0.04,0.78625485669086
flare22,P5,Ent+Core,3000,3,239,0.0703,0.8375700841443678
flare22,P5,Ent+Core,3000,4,340,0.1,0.8426577511381026
flare22,P5,Ent+Core,3000,5,510,0.15,0.8722286011793322
flare22,P5,Ent+Core,3000,6,680,0.2,0.864140341205613
flare22,P6,SelUnc,1000,0,35,0.0103,0.5568100651950292
flare22,P6,SelUnc,1000,1,69,0.0203,0.6833995534487306
flare22,P6,SelUnc,1000,2,137,0.0403,0.7581210675907817
flare22,P6,SelUnc,1000,3,239,0.0703,0.7197931353120899
flare22,P6,SelUnc,1000,4,341,0.1002,0.765006537407711
flare22,P6,SelUnc,1000,5,511,0.1502,0.8216382536179048
flare22,P6,SelUnc,1000,6,681,0.2002,0.8294553527996499
flare22,P6,SelUnc,2000,0,34,0.01,0.5624591805862292
flare22,P6,SelUnc,2000,1,68,0.0201,0.6272571872834021
flare22,P6,SelUnc,2000,2,136,0.0401,0.6431410980137959
flare22,P6,SelUnc,2000,3,238,0.0702,0.6772574350920666
flare22,P6,SelUnc,2000,4,340,0.1003,0.8080676495747817
flare22,P6,SelUnc,2000,5,509,0.1501,0.8238775979011096
flare22,P6,SelUnc,2000,6,679,0.2002,0.8542139270475082
flare22,P6,SelUnc,3000,0,34,0.01,0.5343239737772252
flare22,P6,SelUnc,3000,1,68,0.02,0.572652208801645
flare22,P6,SelUnc,3000,2,136,0.04,0.6270298567014341
flare22,P6,SelUnc,3000,3,239,0.0703,0.7413492751849763
flare22,P6,SelUnc,3000,4,340,0.1,0.7684309546561262
flare22,P6,SelUnc,3000,5,510,0.15,0.8084418394119279
flare22,P6,SelUnc,3000,6,680,0.2,0.814027723000624
flare22,P7,SAM-Core,1000,0,35,0.0103,0.5568100651950292
flare22,P7,SAM-Core,1000,1,69,0.0203,0.6216894431471228
flare22,P7,SAM-Core,1000,2,137,0.0403,0.746978183675335
flare22,P7,SAM-Core,1000,3,239,0.0703,0.8211457000432317
flare22,P7,SAM-Core,1000,4,341,0.1002,0.8540540038406861
flare22,P7,SAM-Core,1000,5,511,0.1502,0.8605602343690123
flare22,P7,SAM-Core,1000,6,681,0.2002,0.8716201772930164
flare22,P7,SAM-Core,2000,0,34,0.01,0.5624591805862292
flare22,P7,SAM-Core,2000,1,68,0.0201,0.6041403288198034
flare22,P7,SAM-Core,2000,2,136,0.0401,0.7279238448336118
flare22,P7,SAM-Core,2000,3,238,0.0702,0.7590953647009641
flare22,P7,SAM-Core,2000,4,340,0.1003,0.7695896872482432
flare22,P7,SAM-Core,2000,5,509,0.1501,0.8421329560645363
flare22,P7,SAM-Core,2000,6,679,0.2002,0.8452673203954343
flare22,P7,SAM-Core,3000,0,34,0.01,0.5343239737772252
