dataset,policy_id,method,seed,round,labeled_count,labeled_ratio,mean_dsc_fg
kvasir_seg,P3,CoreSet,3000,5,120,0.15,0.5567134308466993
kvasir_seg,P3,CoreSet,3000,6,160,0.2,0.5943868214311689
kvasir_seg,P4,BADGE,1000,0,8,0.01,0.314301575636936
kvasir_seg,P4,BADGE,1000,1,16,0.02,0.36772534462991496
kvasir_seg,P4,BADGE,1000,2,32,0.04,0.37102905905029937
kvasir_seg,P4,BADGE,1000,3,57,0.0712,0.43524116124358597
kvasir_seg,P4,BADGE,1000,4,80,0.1,0.5622775457810822
kvasir_seg,P4,BADGE,1000,5,120,0.15,0.5573141646570354
kvasir_seg,P4,BADGE,1000,6,160,0.2,0.5834695400335252
kvasir_seg,P4,BADGE,2000,0,8,0.01,0.3074871200048423
kvasir_seg,P4,BADGE,2000,1,16,0.02,0.3155207923424331
kvasir_seg,P4,BADGE,2000,2,32,0.04,0.446475614836756
kvasir_seg,P4,BADGE,2000,3,57,0.0712,0.5432502872524594
kvasir_seg,P4,BADGE,2000,4,80,0.1,0.5521710865904411
kvasir_seg,P4,BADGE,2000,5,120,0.15,0.5981981328645041
kvasir_seg,P4,BADGE,2000,6,160,0.2,0.6429306545421075
kvasir_seg,P4,BADGE,3000,0,8,0.01,0.3270640168981803
kvasir_seg,P4,BADGE,3000,1,16,0.02,0.376378819249582
kvasir_seg,P4,BADGE,3000,2,32,0.04,0.4655913887068324
kvasir_seg,P4,BADGE,3000,3,57,0.0712,0.4571069450055807
kvasir_seg,P4,BADGE,3000,4,80,0.1,0.5396271680703449
kvasir_seg,P4,BADGE,3000,5,120,0.15,0.5584246228152407
kvasir_seg,P4,BADGE,3000,6,160,0.2,0.6146992363912721
kvasir_seg,P5,Ent+Core,1000,0,8,0.01,0.314301575636936
kvasir_seg,P5,Ent+Core,1000,1,16,0.02,0.4150343581672605
kvasir_seg,P5,Ent+Core,1000,2,32,0.04,0.4299871569329516
kvasir_seg,P5,Ent+Core,1000,3,57,0.0712,0.4534140837657609
kvasir_seg,P5,Ent+Core,1000,4,80,0.1,0.4837231845200065
kvasir_seg,P5,Ent+Core,1000,5,120,0.15,0.566873840053762
kvasir_seg,P5,Ent+Core,1000,6,160,0.2,0.6013361025106796
kvasir_seg,P5,Ent+Core,2000,0,8,0.01,0.3074871200048423
kvasir_seg,P5,Ent+Core,2000,1,16,0.02,0.3767740071361951
kvasir_seg,P5,Ent+Core,2000,2,32,0.04,0.46531773019063616
kvasir_seg,P5,Ent+Core,2000,3,57,0.0712,0.4819973373403601
kvasir_seg,P5,Ent+Core,2000,4,80,0.1,0.49656302999868523
kvasir_seg,P5,Ent+Core,2000,5,120,0.15,0.5270436141284807
kvasir_seg,P5,Ent+Core,2000,6,160,0.2,0.6473687559341801
kvasir_seg,P5,Ent+Core,3000,0,8,0.01,0.3270640168981803
kvasir_seg,P5,Ent+Core,3000,1,16,0.02,0.2684503011153596
kvasir_seg,P5,Ent+Core,3000,2,32,0.04,0.3366228290496547
kvasir_seg,P5,Ent+Core,3000,3,57,0.0712,0.4479832558205954
kvasir_seg,P5,Ent+Core,3000,4,80,0.1,0.5149925093303125
kvasir_seg,P5,Ent+Core,3000,5,120,0.15,0.6417435106838505
kvasir_seg,P5,Ent+Core,3000,6,160,0.2,0.5661207295584338
kvasir_seg,P6,SelUnc,1000,0,8,0.01,0.314301575636936
kvasir_seg,P6,SelUnc,1000,1,16,0.02,0.37853280583034654
kvasir_seg,P6,SelUnc,1000,2,32,0.04,0.4254513627161789
kvasir_seg,P6,SelUnc,1000,3,57,0.0712,0.515145513455425
kvasir_seg,P6,SelUnc,1000,4,80,0.1,0.5877822202024395
kvasir_seg,P6,SelUnc,1000,5,120,0.15,0.5691260814155608
kvasir_seg,P6,SelUnc,1000,6,160,0.2,0.5598455085043522
kvasir_seg,P6,SelUnc,2000,0,8,0.01,0.3074871200048423
kvasir_seg,P6,SelUnc,2000,1,16,0.02,0.31746029109929585
kvasir_seg,P6,SelUnc,2000,2,32,0.04,0.45193254595723625
kvasir_seg,P6,SelUnc,2000,3,57,0.0712,0.5019750550870004
kvasir_seg,P6,SelUnc,2000,4,80,0.1,0.5597699102487834
kvasir_seg,P6,SelUnc,2000,5,120,0.15,0.537438911388854
kvasir_seg,P6,SelUnc,2000,6,160,0.2,0.6625436884611691
kvasir_seg,P6,SelUnc,3000,0,8,0.01,0.3270640168981803
kvasir_seg,P6,SelUnc,3000,1,16,0.02,0.39164591078030936
kvasir_seg,P6,SelUnc,3000,2,32,0.04,0.4937166363983825
kvasir_seg,P6,SelUnc,3000,3,57,0.0712,0.5884479229295608
kvasir_seg,P6,SelUnc,3000,4,80,0.1,0.5848901453240835
kvasir_seg,P6,SelUnc,3000,5,120,0.15,0.6514464133578926
kvasir_seg,P6,SelUnc,3000,6,160,0.2,0.6647830212160603
kvasir_seg,P7,SAM-Core,1000,0,8,0.01,0.314301575636936
kvasir_seg,P7,SAM-Core,1000,1,16,0.02,0.36459153899137753
kvasir_seg,P7,SAM-Core,1000,2,32,0.04,0.36682015641616084
kvasir_seg,P7,SAM-Core,1000,3,57,0.0712,0.3660963550618515
kvasir_seg,P7,SAM-Core,1000,4,80,0.1,0.5120180809902685
kvasir_seg,P7,SAM-Core,1000,5,120,0.15,0.6132815047424758
kvasir_seg,P7,SAM-Core,1000,6,160,0.2,0.598264862923472
kvasir_seg,P7,SAM-Core,2000,0,8,0.01,0.3074871200048423
kvasir_seg,P7,SAM-Core,2000,1,16,0.02,0.33528744575458175
kvasir_seg,P7,SAM-Core,2000,2,32,0.04,0.47637494524702156
kvasir_seg,P7,SAM-Core,2000,3,57,0.0712,0.4546493478301038
kvasir_seg,P7,SAM-Core,2000,4,80,0.1,0.581655578259018
kvasir_seg,P7,SAM-Core,2000,5,120,0.15,0.6316237299762708
kvasir_seg,P7,SAM-Core,2000,6,160,0.2,0.6384154026802279
kvasir_seg,P7,SAM-Core,3000,0,8,0.01,0.3270640168981803
kvasir_seg,P7,SAM-Core,3000,1,16,0.02,0.3757862031644482
kvasir_seg,P7,SAM-Core,3000,2,32,0.04,0.4379772032685193
kvasir_seg,P7,SAM-Core,3000,3,57,0.0712,0.5402529461133798
kvasir_seg,P7,SAM-Core,3000,4,80,0.1,0.5474153930753615
kvasir_seg,P7,SAM-Core,3000,5,120,0.15,0.5940023146709551
kvasir_seg,P7,SAM-Core,3000,6,160,0.2,0.5780092861435702
kvasir_seg,P8,TypiClust,1000,0,8,0.01,0.314301575636936
kvasir_seg,P8,TypiClust,1000,1,16,0.02,0.3902390868823011
kvasir_seg,P8,TypiClust,1000,2,32,0.04,0.4370639222812418
kvasir_seg,P8,TypiClust,1000,3,57,0.0712,0.5342963475127618
kvasir_seg,P8,TypiClust,1000,4,80,0.1,0.5806218913202417
kvasir_seg,P8,TypiClust,1000,5,120,0.15,0.6361578820195087
kvasir_seg,P8,TypiClust,1000,6,160,0.2,0.6392465921194755
kvasir_seg,P8,TypiClust,2000,0,8,0.01,0.3074871200048423
kvasir_seg,P8,TypiClust,2000,1,16,0.02,0.3481577003570085
kvasir_seg,P8,TypiClust,2000,2,32,0.04,0.49217435235315243
kvasir_seg,P8,TypiClust,2000,3,57,0.0712,0.5211926433658265
kvasir_seg,P8,TypiClust,2000,4,80,0.1,0.5558172398801926
kvasir_seg,P8,TypiClust,2000,5,120,0.15,0.6125062627958865
kvasir_seg,P8,TypiClust,2000,6,160,0.2,0.659766695532717
kvasir_seg,P8,TypiClust,3000,0,8,0.01,0.3270640168981803
kvasir_seg,P8,TypiClust,3000,1,16,0.02,0.37143540797358754
kvasir_seg,P8,TypiClust,3000,2,32,0.04,0.4938571841713159
kvasir_seg,P8,TypiClust,3000,3,57,0.0712,0.5416106542988678
kvasir_seg,P8,TypiClust,3000,4,80,0.1,0.5543633337465599
kvasir_seg,P8,TypiClust,3000,5,120,0.15,0.6343318509648642
kvasir_seg,P8,TypiClust,3000,6,160,0.2,0.6323974694917776
kvasir_seg,P9,PAAL,1000,0,8,0.01,0.314301575636936
kvasir_seg,P9,PAAL,1000,1,16,0.02,0.31961443084425745
kvasir_seg,P9,PAAL,1000,2,32,0.04,0.3992366164180144
kvasir_seg,P9,PAAL,1000,3,57,0.0712,0.4429062463336935
kvasir_seg,P9,PAAL,1000,4,80,0.1,0.5616532315167243
kvasir_seg,P9,PAAL,1000,5,120,0.15,0.6257773762462844
kvasir_seg,P9,PAAL,1000,6,160,0.2,0.6099179220740526
kvasir_seg,P9,PAAL,2000,0,8,0.01,0.3074871200048423
kvasir_seg,P9,PAAL,2000,1,16,0.02,0.3203187605769017
kvasir_seg,P9,PAAL,2000,2,32,0.04,0.49453400584062024
kvasir_seg,P9,PAAL,2000,3,57,0.0712,0.5435524491468285
kvasir_seg,P9,PAAL,2000,4,80,0.1,0.5698134279899731
kvasir_seg,P9,PAAL,2000,5,120,0.15,0.5621873772278354
kvasir_seg,P9,PAAL,2000,6,160,0.2,0.6577953411745665
kvasir_seg,P9,PAAL,3000,0,8,0.01,0.3270640168981803
kvasir_seg,P9,PAAL,3000,1,16,0.02,0.23774376356925392
kvasir_seg,P9,PAAL,3000,2,32,0.04,0.3158275314482195
kvasir_seg,P9,PAAL,3000,3,57,0.0712,0.3997899591965561
kvasir_seg,P9,PAAL,3000,4,80,0.1,0.45680277176414213
kvasir_seg,P9,PAAL,3000,5,120,0.15,0.6357744651096041
kvasir_seg,P9,PAAL,3000,6,160,0.2,0.5936159470299299
liqa_mri,P0,Random,1000,0,9,0.0103,0.8469385349716677
liqa_mri,P0,Random,1000,1,18,0.0205,0.8758991156221638
liqa_mri,P0,Random,1000,2,36,0.0411,0.906530789288366
liqa_mri,P0,Random,1000,3,62,0.0708,0.9147602444059569
liqa_mri,P0,Random,1000,4,88,0.1005,0.9417128139796825
liqa_mri,P0,Random,1000,5,132,0.1507,0.947091482340738
liqa_mri,P0,Random,1000,6,176,0.2009,0.962188285364402
liqa_mri,P0,Random,2000,0,10,0.0109,0.7511045898709151
liqa_mri,P0,Random,2000,1,19,0.0207,0.8002973523751621
liqa_mri,P0,Random,2000,2,37,0.0403,0.850915581824613
liqa_mri,P0,Random,2000,3,65,0.0709,0.8941736724861432
liqa_mri,P0,Random,2000,4,92,0.1003,0.8784562897006691
liqa_mri,P0,Random,2000,5,138,0.1505,0.9306908526675884
liqa_mri,P0,Random,2000,6,184,0.2007,0.9186762805079267
liqa_mri,P0,Random,3000,0,10,0.0104,0.8996015776424248
liqa_mri,P0,Random,3000,1,20,0.0208,0.9265678674554784
liqa_mri,P0,Random,3000,2,39,0.0405,0.9329709808687768
liqa_mri,P0,Random,3000,3,68,0.0706,0.9482142269520869
liqa_mri,P0,Random,3000,4,97,0.1007,0.9589657957892298
liqa_mri,P0,Random,3000,5,145,0.1506,0.9622446154121383
liqa_mri,P0,Random,3000,6,193,0.2004,0.9630405474301217
liqa_mri,P1,Entropy,1000,0,9,0.0103,0.8469385349716677
liqa_mri,P1,Entropy,1000,1,18,0.0205,0.887419117056668
liqa_mri,P1,Entropy,1000,2,36,0.0411,0.9001180130233593
liqa_mri,P1,Entropy,1000,3,62,0.0708,0.9248191073654025
liqa_mri,P1,Entropy,1000,4,88,0.1005,0.9387720724644923
liqa_mri,P1,Entropy,1000,5,132,0.1507,0.9529653118128126
liqa_mri,P1,Entropy,1000,6,176,0.2009,0.9507248014677595
liqa_mri,P1,Entropy,2000,0,10,0.0109,0.7511045898709151
liqa_mri,P1,Entropy,2000,1,19,0.0207,0.8143560184799713
liqa_mri,P1,Entropy,2000,2,37,0.0403,0.8853498190792051
liqa_mri,P1,Entropy,2000,3,65,0.0709,0.888979674111389
liqa_mri,P1,Entropy,2000,4,92,0.1003,0.9235924701455464
liqa_mri,P1,Entropy,2000,5,138,0.1505,0.9423729588354695
liqa_mri,P1,Entropy,2000,6,184,0.2007,0.904945657993911
liqa_mri,P1,Entropy,3000,0,10,0.0104,0.8996015776424248
liqa_mri,P1,Entropy,3000,1,20,0.0208,0.9032963456985428
liqa_mri,P1,Entropy,3000,2,39,0.0405,0.9424330075831557
liqa_mri,P1,Entropy,3000,3,68,0.0706,0.9487871619598623
liqa_mri,P1,Entropy,3000,4,97,0.1007,0.944953696791977
liqa_mri,P1,Entropy,3000,5,145,0.1506,0.9590345528878689
liqa_mri,P1,Entropy,3000,6,193,0.2004,0.963076654122592
liqa_mri,P2,BALD,1000,0,9,0.0103,0.8469385349716677
liqa_mri,P2,BALD,1000,1,18,0.0205,0.8219668570349993
liqa_mri,P2,BALD,1000,2,36,0.0411,0.9088460783975637
liqa_mri,P2,BALD,1000,3,62,0.0708,0.9154694893978167
liqa_mri,P2,BALD,1000,4,88,0.1005,0.9504444933397714
liqa_mri,P2,BALD,1000,5,132,0.1507,0.9365991716981007
liqa_mri,P2,BALD,1000,6,176,0.2009,0.948730241097393
liqa_mri,P2,BALD,2000,0,10,0.0109,0.7511045898709151
liqa_mri,P2,BALD,2000,1,19,0.0207,0.7863189632665276
liqa_mri,P2,BALD,2000,2,37,0.0403,0.8578182396101045
liqa_mri,P2,BALD,2000,3,65,0.0709,0.9272279744844377
liqa_mri,P2,BALD,2000,4,92,0.1003,0.940336897572887
liqa_mri,P2,BALD,2000,5,138,0.1505,0.9203550340034337
liqa_mri,P2,BALD,2000,6,184,0.2007,0.9266784893228271
liqa_mri,P2,BALD,3000,0,10,0.0104,0.8996015776424248
liqa_mri,P2,BALD,3000,1,20,0.0208,0.8003584464520136
liqa_mri,P2,BALD,3000,2,39,0.0405,0.9174106524357688
liqa_mri,P2,BALD,3000,3,68,0.0706,0.949063784606861
liqa_mri,P2,BALD,3000,4,97,0.1007,0.9518553643015655
liqa_mri,P2,BALD,3000,5,145,0.1506,0.9600336423363401
liqa_mri,P2,BALD,3000,6,193,0.2004,0.9674869314807403
liqa_mri,P3,CoreSet,1000,0,9,0.0103,0.8469385349716677
liqa_mri,P3,CoreSet,1000,1,18,0.0205,0.8904661922993994
liqa_mri,P3,CoreSet,1000,2,36,0.0411,0.9396674154674834
liqa_mri,P3,CoreSet,1000,3,62,0.0708,0.941452751946014
liqa_mri,P3,CoreSet,1000,4,88,0.1005,0.951777890734855
liqa_mri,P3,CoreSet,1000,5,132,0.1507,0.9373610190346416
liqa_mri,P3,CoreSet,1000,6,176,0.2009,0.9631086371770147
liqa_mri,P3,CoreSet,2000,0,10,0.0109,0.7511045898709151
liqa_mri,P3,CoreSet,2000,1,19,0.0207,0.8298329624800839
liqa_mri,P3,CoreSet,2000,2,37,0.0403,0.9189186723222424
liqa_mri,P3,CoreSet,2000,3,65,0.0709,0.9148241718667417
liqa_mri,P3,CoreSet,2000,4,92,0.1003,0.9272162701387661
liqa_mri,P3,CoreSet,2000,5,138,0.1505,0.9375455492112877
liqa_mri,P3,CoreSet,2000,6,184,0.2007,0.9384037413668249
liqa_mri,P3,CoreSet,3000,0,10,0.0104,0.8996015776424248
liqa_mri,P3,CoreSet,3000,1,20,0.0208,0.8384420433940406
liqa_mri,P3,CoreSet,3000,2,39,0.0405,0.9212997245168104
liqa_mri,P3,CoreSet,3000,3,68,0.0706,0.9423231805985323
liqa_mri,P3,CoreSet,3000,4,97,0.1007,0.9483412484782611
liqa_mri,P3,CoreSet,3000,5,145,0.1506,0.95753406337067
liqa_mri,P3,CoreSet,3000,6,193,0.2004,0.9525830351929999
liqa_mri,P4,BADGE,1000,0,9,0.0103,0.8469385349716677
liqa_mri,P4,BADGE,1000,1,18,0.0205,0.9018362415663259
liqa_mri,P4,BADGE,1000,2,36,0.0411,0.9174992580773554
liqa_mri,P4,BADGE,1000,3,62,0.0708,0.9493502864575296
liqa_mri,P4,BADGE,1000,4,88,0.1005,0.9447408242921133
liqa_mri,P4,BADGE,1000,5,132,0.1507,0.9618645808346408
liqa_mri,P4,BADGE,1000,6,176,0.2009,0.9558789447370994
liqa_mri,P4,BADGE,2000,0,10,0.0109,0.7511045898709151
liqa_mri,P4,BADGE,2000,1,19,0.0207,0.8773611116973224
liqa_mri,P4,BADGE,2000,2,37,0.0403,0.8928083244486293
liqa_mri,P4,BADGE,2000,3,65,0.0709,0.8885582766364691
liqa_mri,P4,BADGE,2000,4,92,0.1003,0.9298672368944546
liqa_mri,P4,BADGE,2000,5,138,0.1505,0.9393102160585234
liqa_mri,P4,BADGE,2000,6,184,0.2007,0.9199044673387963
liqa_mri,P4,BADGE,3000,0,10,0.0104,0.8996015776424248
liqa_mri,P4,BADGE,3000,1,20,0.0208,0.9196849337823236
liqa_mri,P4,BADGE,3000,2,39,0.0405,0.9482755513951107
liqa_mri,P4,BADGE,3000,3,68,0.0706,0.9545692040907001
liqa_mri,P4,BADGE,3000,4,97,0.1007,0.9553581886847177
liqa_mri,P4,BADGE,3000,5,145,0.1506,0.9629094415911652
liqa_mri,P4,BADGE,3000,6,193,0.2004,0.9671995933454257
liqa_mri,P5,Ent+Core,1000,0,9,0.0103,0.8469385349716677
liqa_mri,P5,Ent+Core,1000,1,18,0.0205,0.8940509985574719
liqa_mri,P5,Ent+Core,1000,2,36,0.0411,0.9004282381460421
liqa_mri,P5,Ent+Core,1000,3,62,0.0708,0.9508215952069757
liqa_mri,P5,Ent+Core,1000,4,88,0.1005,0.9474286017320385
liqa_mri,P5,Ent+Core,1000,5,132,0.1507,0.9576601644111667
liqa_mri,P5,Ent+Core,1000,6,176,0.2009,0.9646739511001036
liqa_mri,P5,Ent+Core,2000,0,10,0.0109,0.7511045898709151
liqa_mri,P5,Ent+Core,2000,1,19,0.0207,0.8383311270465436
liqa_mri,P5,Ent+Core,2000,2,37,0.0403,0.8931483166507846
liqa_mri,P5,Ent+Core,2000,3,65,0.0709,0.9256550789692133
liqa_mri,P5,Ent+Core,2000,4,92,0.1003,0.9370480601007278
liqa_mri,P5,Ent+Core,2000,5,138,0.1505,0.9279324502813298
liqa_mri,P5,Ent+Core,2000,6,184,0.2007,0.9221189293964733
liqa_mri,P5,Ent+Core,3000,0,10,0.0104,0.8996015776424248
liqa_mri,P5,Ent+Core,3000,1,20,0.0208,0.8575831776556191
liqa_mri,P5,Ent+Core,3000,2,39,0.0405,0.9503045350504414
liqa_mri,P5,Ent+Core,3000,3,68,0.0706,0.9588526065158641
liqa_mri,P5,Ent+Core,3000,4,97,0.1007,0.9588032986960343
liqa_mri,P5,Ent+Core,3000,5,145,0.1506,0.9689374212662883
liqa_mri,P5,Ent+Core,3000,6,193,0.2004,0.9640422362437903
liqa_mri,P6,SelUnc,1000,0,9,0.0103,0.8469385349716677
liqa_mri,P6,SelUnc,1000,1,18,0.0205,0.84708507997611
liqa_mri,P6,SelUnc,1000,2,36,0.0411,0.8887097506229504
liqa_mri,P6,SelUnc,1000,3,62,0.0708,0.9123013097891198
liqa_mri,P6,SelUnc,1000,4,88,0.1005,0.8736678909076633
liqa_mri,P6,SelUnc,1000,5,132,0.1507,0.90846340723879
liqa_mri,P6,SelUnc,1000,6,176,0.2009,0.947279231931906
liqa_mri,P6,SelUnc,2000,0,10,0.0109,0.7511045898709151
liqa_mri,P6,SelUnc,2000,1,19,0.0207,0.7583912491626196
liqa_mri,P6,SelUnc,2000,2,37,0.0403,0.8703359055524129
liqa_mri,P6,SelUnc,2000,3,65,0.0709,0.8430703449056266
liqa_mri,P6,SelUnc,2000,4,92,0.1003,0.921414711787814
liqa_mri,P6,SelUnc,2000,5,138,0.1505,0.8865606279176349
liqa_mri,P6,SelUnc,2000,6,184,0.2007,0.9363531683002867
liqa_mri,P6,SelUnc,3000,0,10,0.0104,0.8996015776424248
liqa_mri,P6,SelUnc,3000,1,20,0.0208,0.8992603990343017
liqa_mri,P6,SelUnc,3000,2,39,0.0405,0.9062120514891477
liqa_mri,P6,SelUnc,3000,3,68,0.0706,0.9416810970966036
liqa_mri,P6,SelUnc,3000,4,97,0.1007,0.9100659834777721
liqa_mri,P6,SelUnc,3000,5,145,0.1506,0.9337267904883522
liqa_mri,P6,SelUnc,3000,6,193,0.2004,0.9499943118719325
liqa_mri,P7,SAM-Core,1000,0,9,0.0103,0.8469385349716677
liqa_mri,P7,SAM-Core,1000,1,18,0.0205,0.9013000424911004
liqa_mri,P7,SAM-Core,1000,2,36,0.0411,0.9046649718679758
liqa_mri,P7,SAM-Core,1000,3,62,0.0708,0.9454688198745048
liqa_mri,P7,SAM-Core,1000,4,88,0.1005,0.9566181262098308
liqa_mri,P7,SAM-Core,1000,5,132,0.1507,0.9576340779590246
liqa_mri,P7,SAM-Core,1000,6,176,0.2009,0.9565548447793811
liqa_mri,P7,SAM-Core,2000,0,10,0.0109,0.7511045898709151
liqa_mri,P7,SAM-Core,2000,1,19,0.0207,0.8452134748583765
liqa_mri,P7,SAM-Core,2000,2,37,0.0403,0.720629813965678
liqa_mri,P7,SAM-Core,2000,3,65,0.0709,0.9112030491788289
liqa_mri,P7,SAM-Core,2000,4,92,0.1003,0.9325038419579491
liqa_mri,P7,SAM-Core,2000,5,138,0.1505,0.9135170711093431
liqa_mri,P7,SAM-Core,2000,6,184,0.2007,0.9384345386445486
liqa_mri,P7,SAM-Core,3000,0,10,0.0104,0.8996015776424248
liqa_mri,P7,SAM-Core,3000,1,20,0.0208,0.9307192211094106
liqa_mri,P7,SAM-Core,3000,2,39,0.0405,0.94874815467044
liqa_mri,P7,SAM-Core,3000,3,68,0.0706,0.9599177952432183
liqa_mri,P7,SAM-Core,3000,4,97,0.1007,0.9600842251711397
liqa_mri,P7,SAM-Core,3000,5,145,0.1506,0.9641372977205945
liqa_mri,P7,SAM-Core,3000,6,193,0.2004,0.964070775532473
liqa_mri,P8,TypiClust,1000,0,9,0.0103,0.8469385349716677
liqa_mri,P8,TypiClust,1000,1,18,0.0205,0.8341607508674821
liqa_mri,P8,TypiClust,1000,2,36,0.0411,0.9051742549006495
liqa_mri,P8,TypiClust,1000,3,62,0.0708,0.9409821050191961
liqa_mri,P8,TypiClust,1000,4,88,0.1005,0.9456803597828851
liqa_mri,P8,TypiClust,1000,5,132,0.1507,0.9489082548313714
liqa_mri,P8,TypiClust,1000,6,176,0.2009,0.955581845846411
liqa_mri,P8,TypiClust,2000,0,10,0.0109,0.7511045898709151
liqa_mri,P8,TypiClust,2000,1,19,0.0207,0.8531860212639698
liqa_mri,P8,TypiClust,2000,2,37,0.0403,0.8713377440090512
liqa_mri,P8,TypiClust,2000,3,65,0.0709,0.8821074134904836
liqa_mri,P8,TypiClust,2000,4,92,0.1003,0.8926499689885515
liqa_mri,P8,TypiClust,2000,5,138,0.1505,0.9331675339760356
liqa_mri,P8,TypiClust,2000,6,184,0.2007,0.9316454348440297
liqa_mri,P8,TypiClust,3000,0,10,0.0104,0.8996015776424248
liqa_mri,P8,TypiClust,3000,1,20,0.0208,0.9385518843188233
liqa_mri,P8,TypiClust,3000,2,39,0.0405,0.9435048932131419
liqa_mri,P8,TypiClust,3000,3,68,0.0706,0.9573917962581783
liqa_mri,P8,TypiClust,3000,4,97,0.1007,0.9367133331194378
liqa_mri,P8,TypiClust,3000,5,145,0.1506,0.9616738568337215
liqa_mri,P8,TypiClust,3000,6,193,0.2004,0.963837502380899
liqa_mri,P9,PAAL,1000,0,9,0.0103,0.8469385349716677
liqa_mri,P9,PAAL,1000,1,18,0.0205,0.7509409717202321
liqa_mri,P9,PAAL,1000,2,36,0.0411,0.8716115093043904
liqa_mri,P9,PAAL,1000,3,62,0.0708,0.8921923569390516
liqa_mri,P9,PAAL,1000,4,88,0.1005,0.9477145572079747
liqa_mri,P9,PAAL,1000,5,132,0.1507,0.9385456302381822
liqa_mri,P9,PAAL,1000,6,176,0.2009,0.9598007655390687
liqa_mri,P9,PAAL,2000,0,10,0.0109,0.7511045898709151
liqa_mri,P9,PAAL,2000,1,19,0.0207,0.7968545615889903
liqa_mri,P9,PAAL,2000,2,37,0.0403,0.8681783851794576
liqa_mri,P9,PAAL,2000,3,65,0.0709,0.9152904017266152
liqa_mri,P9,PAAL,2000,4,92,0.1003,0.8807100895875585
liqa_mri,P9,PAAL,2000,5,138,0.1505,0.9255211458485174
liqa_mri,P9,PAAL,2000,6,184,0.2007,0.8930872297589755
liqa_mri,P9,PAAL,3000,0,10,0.0104,0.8996015776424248
liqa_mri,P9,PAAL,3000,1,20,0.0208,0.896165338273217
liqa_mri,P9,PAAL,3000,2,39,0.0405,0.9138599451406443
liqa_mri,P9,PAAL,3000,3,68,0.0706,0.8994342942951105
liqa_mri,P9,PAAL,3000,4,97,0.1007,0.9389308765898493
liqa_mri,P9,PAAL,3000,5,145,0.1506,0.9271223392639145
liqa_mri,P9,PAAL,3000,6,193,0.2004,0.9510383868308493
mmwhs_ct,P0,Random,1000,0,45,0.0102,0.5980992583995915
mmwhs_ct,P0,Random,1000,1,89,0.0202,0.6595701678856383
mmwhs_ct,P0,Random,1000,2,177,0.0401,0.7022136314262659
mmwhs_ct,P0,Random,1000,3,309,0.0701,0.8154965968796136
mmwhs_ct,P0,Random,1000,4,441,0.1,0.834892553934406
mmwhs_ct,P0,Random,1000,5,662,0.1501,0.8330231493179622
mmwhs_ct,P0,Random,1000,6,882,0.2,0.8615220359431014
mmwhs_ct,P0,Random,2000,0,44,0.0101,0.5781860926561582
mmwhs_ct,P0,Random,2000,1,88,0.0201,0.6886328005154526
mmwhs_ct,P0,Random,2000,2,175,0.0401,0.7481325262959921
mmwhs_ct,P0,Random,2000,3,306,0.07,0.7912620232900484
mmwhs_ct,P0,Random,2000,4,437,0.1,0.8012195997123001
mmwhs_ct,P0,Random,2000,5,656,0.1501,0.8383075925135083
mmwhs_ct,P0,Random,2000,6,874,0.2,0.8457836311783103
mmwhs_ct,P0,Random,3000,0,45,0.0101,0.5547074942460642
mmwhs_ct,P0,Random,3000,1,90,0.0202,0.6649156700815211
mmwhs_ct,P0,Random,3000,2,179,0.0402,0.7461054431589499
mmwhs_ct,P0,Random,3000,3,312,0.0701,0.8478398142653122
mmwhs_ct,P0,Random,3000,4,446,0.1002,0.8511283728396438
mmwhs_ct,P0,Random,3000,5,668,0.15,0.8513170822855766
mmwhs_ct,P0,Random,3000,6,891,0.2001,0.8495893271073077
mmwhs_ct,P1,Entropy,1000,0,45,0.0102,0.5980992583995915
mmwhs_ct,P1,Entropy,1000,1,89,0.0202,0.6276633666898529
mmwhs_ct,P1,Entropy,1000,2,177,0.0401,0.7533503550086492
mmwhs_ct,P1,Entropy,1000,3,309,0.0701,0.8285375393999715
mmwhs_ct,P1,Entropy,1000,4,441,0.1,0.8470053136402124
mmwhs_ct,P1,Entropy,1000,5,662,0.1501,0.8408950345750501
mmwhs_ct,P1,Entropy,1000,6,882,0.2,0.8325189859282008
mmwhs_ct,P1,Entropy,2000,0,44,0.0101,0.5781860926561582
mmwhs_ct,P1,Entropy,2000,1,88,0.0201,0.6303387727567856
mmwhs_ct,P1,Entropy,2000,2,175,0.0401,0.717044566731922
mmwhs_ct,P1,Entropy,2000,3,306,0.07,0.7675413000536242
mmwhs_ct,P1,Entropy,2000,4,437,0.1,0.8121537947121836
mmwhs_ct,P1,Entropy,2000,5,656,0.1501,0.8398802816606916
mmwhs_ct,P1,Entropy,2000,6,874,0.2,0.8642283748522123
mmwhs_ct,P1,Entropy,3000,0,45,0.0101,0.5547074942460642
mmwhs_ct,P1,Entropy,3000,1,90,0.0202,0.6929540214184565
mmwhs_ct,P1,Entropy,3000,2,179,0.0402,0.764634449658796
mmwhs_ct,P1,Entropy,3000,3,312,0.0701,0.8372277754184935
mmwhs_ct,P1,Entropy,3000,4,446,0.1002,0.8666367920305281
mmwhs_ct,P1,Entropy,3000,5,668,0.15,0.8855894143352486
mmwhs_ct,P1,Entropy,3000,6,891,0.2001,0.878858101232888
mmwhs_ct,P2,BALD,1000,0,45,0.0102,0.5980992583995915
