dataset,policy,seed,round,total_rounds,labeled_count,budget_frac,modality,target,dsc_fg_round,hd95_fg,struct_detect
ext_brats2020,P8,1000,5,6,500,0.2,t1ce,necrotic,0.4409,48.33342728809212,0.9777777777777777
ext_brats2020,P9,1000,0,6,25,0.01,t1ce,necrotic,0.2877,,1.0
ext_brats2020,P9,1000,1,6,50,0.02,t1ce,necrotic,0.3636,,0.9888888888888889
ext_brats2020,P9,1000,2,6,125,0.05,t1ce,necrotic,0.3882,,1.0
ext_brats2020,P9,1000,3,6,250,0.1,t1ce,necrotic,0.4211,,0.9888888888888889
ext_brats2020,P9,1000,4,6,375,0.15,t1ce,necrotic,0.3773,,0.9888888888888889
ext_brats2020,P9,1000,5,6,500,0.2,t1ce,necrotic,0.4204,43.91393974044283,1.0
flare22,P0,1000,0,6,35,0.0103,ct,liver,0.6004,,1.0
flare22,P0,1000,1,6,69,0.0203,ct,liver,0.6826,,1.0
flare22,P0,1000,2,6,171,0.0503,ct,liver,0.7108,,0.9230769230769231
flare22,P0,1000,3,6,341,0.1002,ct,liver,0.7487,,0.9230769230769231
flare22,P0,1000,4,6,511,0.1502,ct,liver,0.783,,0.9230769230769231
flare22,P0,1000,5,6,681,0.2002,ct,liver,0.784,,1.0
flare22,P1,1000,0,6,35,0.0103,ct,liver,0.6004,,1.0
flare22,P1,1000,1,6,69,0.0203,ct,liver,0.6843,,1.0
flare22,P1,1000,2,6,171,0.0503,ct,liver,0.8116,,1.0
flare22,P1,1000,3,6,341,0.1002,ct,liver,0.8476,,1.0
flare22,P1,1000,4,6,511,0.1502,ct,liver,0.8542,,1.0
flare22,P1,1000,5,6,681,0.2002,ct,liver,0.8692,,1.0
flare22,P2,1000,0,6,35,0.0103,ct,liver,0.5755,,1.0
flare22,P2,1000,1,6,69,0.0203,ct,liver,0.7317,,1.0
flare22,P2,1000,2,6,171,0.0503,ct,liver,0.7718,,1.0
flare22,P2,1000,3,6,341,0.1002,ct,liver,0.8453,,1.0
flare22,P2,1000,4,6,511,0.1502,ct,liver,0.8649,,1.0
flare22,P2,1000,5,6,681,0.2002,ct,liver,0.852,,1.0
flare22,P3,1000,0,6,35,0.0103,ct,liver,0.6004,,1.0
flare22,P3,1000,1,6,69,0.0203,ct,liver,0.6473,,0.9230769230769231
flare22,P3,1000,2,6,171,0.0503,ct,liver,0.7139,,0.9230769230769231
flare22,P3,1000,3,6,341,0.1002,ct,liver,0.6904,,0.8461538461538461
flare22,P3,1000,4,6,511,0.1502,ct,liver,0.7763,,0.9230769230769231
flare22,P3,1000,5,6,681,0.2002,ct,liver,0.7298,,1.0
flare22,P4,1000,0,6,35,0.0103,ct,liver,0.5799,,1.0
flare22,P4,1000,1,6,69,0.0203,ct,liver,0.6622,,1.0
flare22,P4,1000,2,6,171,0.0503,ct,liver,0.7565,,0.9230769230769231
flare22,P4,1000,3,6,341,0.1002,ct,liver,0.7874,,0.9230769230769231
flare22,P4,1000,4,6,511,0.1502,ct,liver,0.8671,,1.0
flare22,P4,1000,5,6,681,0.2002,ct,liver,0.8487,,1.0
flare22,P5,1000,0,6,35,0.0103,ct,liver,0.6004,,1.0
flare22,P5,1000,1,6,69,0.0203,ct,liver,0.7582,,1.0
flare22,P5,1000,2,6,171,0.0503,ct,liver,0.8242,,1.0
flare22,P5,1000,3,6,341,0.1002,ct,liver,0.8625,,1.0
flare22,P5,1000,4,6,511,0.1502,ct,liver,0.8729,,1.0
flare22,P5,1000,5,6,681,0.2002,ct,liver,0.8731,,1.0
flare22,P6,1000,0,6,35,0.0103,ct,liver,0.6004,,1.0
flare22,P6,1000,1,6,69,0.0203,ct,liver,0.5892,,0.8461538461538461
flare22,P6,1000,2,6,171,0.0503,ct,liver,0.6553,,0.9615384615384616
flare22,P6,1000,3,6,341,0.1002,ct,liver,0.8012,,1.0
flare22,P6,1000,4,6,511,0.1502,ct,liver,0.7095,,0.9230769230769231
flare22,P6,1000,5,6,681,0.2002,ct,liver,0.7993,,1.0
flare22,P7,1000,0,6,35,0.0103,ct,liver,0.5799,,1.0
flare22,P7,1000,1,6,69,0.0203,ct,liver,0.6567,,1.0
flare22,P7,1000,2,6,171,0.0503,ct,liver,0.6775,,0.9038461538461539
flare22,P7,1000,3,6,341,0.1002,ct,liver,0.7753,,0.9230769230769231
flare22,P7,1000,4,6,511,0.1502,ct,liver,0.8011,,1.0
flare22,P7,1000,5,6,681,0.2002,ct,liver,0.813,,1.0
flare22,P8,1000,0,6,35,0.0103,ct,liver,0.5799,,1.0
flare22,P8,1000,1,6,69,0.0203,ct,liver,0.7306,,1.0
flare22,P8,1000,2,6,171,0.0503,ct,liver,0.7511,,0.9230769230769231
flare22,P8,1000,3,6,341,0.1002,ct,liver,0.8498,,1.0
flare22,P8,1000,4,6,511,0.1502,ct,liver,0.8185,,1.0
flare22,P8,1000,5,6,681,0.2002,ct,liver,0.8511,,1.0
flare22,P9,1000,0,6,35,0.0103,ct,liver,0.5799,,1.0
flare22,P9,1000,1,6,69,0.0203,ct,liver,0.6732,,1.0
flare22,P9,1000,2,6,171,0.0503,ct,liver,0.7764,,1.0
flare22,P9,1000,3,6,341,0.1002,ct,liver,0.8195,,1.0
flare22,P9,1000,4,6,511,0.1502,ct,liver,0.8124,,1.0
flare22,P9,1000,5,6,681,0.2002,ct,liver,0.8216,,1.0
glas2015,P0,1000,0,4,8,0.0602,histology,gland,0.8477,,1.0
glas2015,P0,1000,1,4,10,0.0752,histology,gland,0.8513,,1.0
glas2015,P0,1000,2,4,20,0.1504,histology,gland,0.8639,,1.0
glas2015,P0,1000,3,4,26,0.1955,histology,gland,0.8927,,1.0
glas2015,P1,1000,0,4,8,0.0602,histology,gland,0.8477,,1.0
glas2015,P1,1000,1,4,10,0.0752,histology,gland,0.8589,,1.0
glas2015,P1,1000,2,4,20,0.1504,histology,gland,0.8934,,1.0
glas2015,P1,1000,3,4,26,0.1955,histology,gland,0.8747,,1.0
glas2015,P2,1000,0,4,8,0.0602,histology,gland,0.8455,,1.0
glas2015,P2,1000,1,4,10,0.0752,histology,gland,0.8539,,1.0
glas2015,P2,1000,2,4,20,0.1504,histology,gland,0.8605,,1.0
glas2015,P2,1000,3,4,26,0.1955,histology,gland,0.8851,,1.0
glas2015,P3,1000,0,4,8,0.0602,histology,gland,0.8477,,1.0
glas2015,P3,1000,1,4,10,0.0752,histology,gland,0.8432,,1.0
glas2015,P3,1000,2,4,20,0.1504,histology,gland,0.8805,,1.0
glas2015,P3,1000,3,4,26,0.1955,histology,gland,0.8687,,1.0
glas2015,P4,1000,0,4,8,0.0602,histology,gland,0.8455,,1.0
glas2015,P4,1000,1,4,10,0.0752,histology,gland,0.8543,,1.0
glas2015,P4,1000,2,4,20,0.1504,histology,gland,0.8723,,1.0
glas2015,P4,1000,3,4,26,0.1955,histology,gland,0.8716,,1.0
glas2015,P5,1000,0,4,8,0.0602,histology,gland,0.8477,,1.0
glas2015,P5,1000,1,4,10,0.0752,histology,gland,0.8598,,1.0
glas2015,P5,1000,2,4,20,0.1504,histology,gland,0.8874,,1.0
glas2015,P5,1000,3,4,26,0.1955,histology,gland,0.888,,1.0
glas2015,P6,1000,0,4,8,0.0602,histology,gland,0.8477,,1.0
glas2015,P6,1000,1,4,10,0.0752,histology,gland,0.8477,,1.0
glas2015,P6,1000,2,4,20,0.1504,histology,gland,0.8682,,1.0
glas2015,P6,1000,3,4,26,0.1955,histology,gland,0.886,,1.0
glas2015,P7,1000,0,4,8,0.0602,histology,gland,0.8455,,1.0
glas2015,P7,1000,1,4,10,0.0752,histology,gland,0.8613,,1.0
glas2015,P7,1000,2,4,20,0.1504,histology,gland,0.8609,,1.0
glas2015,P7,1000,3,4,26,0.1955,histology,gland,0.8744,,1.0
glas2015,P8,1000,0,4,8,0.0602,histology,gland,0.8455,,1.0
glas2015,P8,1000,1,4,10,0.0752,histology,gland,0.8372,,1.0
glas2015,P8,1000,2,4,20,0.1504,histology,gland,0.8567,,1.0
glas2015,P8,1000,3,4,26,0.1955,histology,gland,0.8607,,1.0
glas2015,P9,1000,0,4,8,0.0602,histology,gland,0.8455,,1.0
glas2015,P9,1000,1,4,10,0.0752,histology,gland,0.8288,,1.0
glas2015,P9,1000,2,4,20,0.1504,histology,gland,0.8746,,1.0
glas2015,P9,1000,3,4,26,0.1955,histology,gland,0.874,,1.0
hvsmr2016,P0,1000,0,6,25,0.01,cardiac_mri,lv_blood,0.1858,,0.925
hvsmr2016,P0,1000,1,6,50,0.02,cardiac_mri,lv_blood,0.2605,,1.0
hvsmr2016,P0,1000,2,6,125,0.05,cardiac_mri,lv_blood,0.3646,,1.0
hvsmr2016,P0,1000,3,6,250,0.1,cardiac_mri,lv_blood,0.4779,,1.0
hvsmr2016,P0,1000,4,6,375,0.15,cardiac_mri,lv_blood,0.5191,,1.0
hvsmr2016,P0,1000,5,6,500,0.2,cardiac_mri,lv_blood,0.5561,,1.0
hvsmr2016,P1,1000,0,6,25,0.01,cardiac_mri,lv_blood,0.1858,,0.925
hvsmr2016,P1,1000,1,6,50,0.02,cardiac_mri,lv_blood,0.2049,,1.0
hvsmr2016,P1,1000,2,6,125,0.05,cardiac_mri,lv_blood,0.1786,,0.925
hvsmr2016,P1,1000,3,6,250,0.1,cardiac_mri,lv_blood,0.2563,,1.0
hvsmr2016,P1,1000,4,6,375,0.15,cardiac_mri,lv_blood,0.3752,,1.0
hvsmr2016,P1,1000,5,6,500,0.2,cardiac_mri,lv_blood,0.479,,0.975
hvsmr2016,P2,1000,0,6,25,0.01,cardiac_mri,lv_blood,0.1665,,1.0
hvsmr2016,P2,1000,1,6,50,0.02,cardiac_mri,lv_blood,0.1883,,1.0
hvsmr2016,P2,1000,2,6,125,0.05,cardiac_mri,lv_blood,0.1721,,1.0
hvsmr2016,P2,1000,3,6,250,0.1,cardiac_mri,lv_blood,0.2997,,1.0
hvsmr2016,P2,1000,4,6,375,0.15,cardiac_mri,lv_blood,0.4335,,0.975
hvsmr2016,P2,1000,5,6,500,0.2,cardiac_mri,lv_blood,0.4609,,0.975
hvsmr2016,P3,1000,0,6,25,0.01,cardiac_mri,lv_blood,0.1858,,0.925
hvsmr2016,P3,1000,1,6,50,0.02,cardiac_mri,lv_blood,0.2614,,1.0
hvsmr2016,P3,1000,2,6,125,0.05,cardiac_mri,lv_blood,0.2738,,1.0
hvsmr2016,P3,1000,3,6,250,0.1,cardiac_mri,lv_blood,0.37,,1.0
hvsmr2016,P3,1000,4,6,375,0.15,cardiac_mri,lv_blood,0.5008,,1.0
hvsmr2016,P3,1000,5,6,500,0.2,cardiac_mri,lv_blood,0.4715,,1.0
hvsmr2016,P4,1000,0,6,25,0.01,cardiac_mri,lv_blood,0.1665,,1.0
hvsmr2016,P4,1000,1,6,50,0.02,cardiac_mri,lv_blood,0.228,,1.0
hvsmr2016,P4,1000,2,6,125,0.05,cardiac_mri,lv_blood,0.4347,,1.0
hvsmr2016,P4,1000,3,6,250,0.1,cardiac_mri,lv_blood,0.4543,,1.0
hvsmr2016,P4,1000,4,6,375,0.15,cardiac_mri,lv_blood,0.4986,,1.0
hvsmr2016,P4,1000,5,6,500,0.2,cardiac_mri,lv_blood,0.5664,,1.0
hvsmr2016,P5,1000,0,6,25,0.01,cardiac_mri,lv_blood,0.1858,,0.925
hvsmr2016,P5,1000,1,6,50,0.02,cardiac_mri,lv_blood,0.2162,,1.0
hvsmr2016,P5,1000,2,6,125,0.05,cardiac_mri,lv_blood,0.3124,,1.0
hvsmr2016,P5,1000,3,6,250,0.1,cardiac_mri,lv_blood,0.4694,,1.0
hvsmr2016,P5,1000,4,6,375,0.15,cardiac_mri,lv_blood,0.5151,,1.0
hvsmr2016,P5,1000,5,6,500,0.2,cardiac_mri,lv_blood,0.5694,,1.0
hvsmr2016,P6,1000,0,6,25,0.01,cardiac_mri,lv_blood,0.1858,,0.925
hvsmr2016,P6,1000,1,6,50,0.02,cardiac_mri,lv_blood,0.1813,,1.0
hvsmr2016,P6,1000,2,6,125,0.05,cardiac_mri,lv_blood,0.2176,,0.875
hvsmr2016,P6,1000,3,6,250,0.1,cardiac_mri,lv_blood,0.3131,,1.0
hvsmr2016,P6,1000,4,6,375,0.15,cardiac_mri,lv_blood,0.3939,,1.0
hvsmr2016,P6,1000,5,6,500,0.2,cardiac_mri,lv_blood,0.2864,,1.0
hvsmr2016,P7,1000,0,6,25,0.01,cardiac_mri,lv_blood,0.1665,,1.0
hvsmr2016,P7,1000,1,6,50,0.02,cardiac_mri,lv_blood,0.2532,,1.0
hvsmr2016,P7,1000,2,6,125,0.05,cardiac_mri,lv_blood,0.322,,1.0
hvsmr2016,P7,1000,3,6,250,0.1,cardiac_mri,lv_blood,0.3943,,1.0
hvsmr2016,P7,1000,4,6,375,0.15,cardiac_mri,lv_blood,0.538,,1.0
hvsmr2016,P7,1000,5,6,500,0.2,cardiac_mri,lv_blood,0.5192,,1.0
hvsmr2016,P8,1000,0,6,25,0.01,cardiac_mri,lv_blood,0.1665,,1.0
hvsmr2016,P8,1000,1,6,50,0.02,cardiac_mri,lv_blood,0.2945,,1.0
hvsmr2016,P8,1000,2,6,125,0.05,cardiac_mri,lv_blood,0.4316,,1.0
hvsmr2016,P8,1000,3,6,250,0.1,cardiac_mri,lv_blood,0.4947,,1.0
hvsmr2016,P8,1000,4,6,375,0.15,cardiac_mri,lv_blood,0.4849,,1.0
hvsmr2016,P8,1000,5,6,500,0.2,cardiac_mri,lv_blood,0.5645,,1.0
hvsmr2016,P9,1000,0,6,25,0.01,cardiac_mri,lv_blood,0.1665,,1.0
hvsmr2016,P9,1000,1,6,50,0.02,cardiac_mri,lv_blood,0.188,,1.0
hvsmr2016,P9,1000,2,6,125,0.05,cardiac_mri,lv_blood,0.231,,0.975
hvsmr2016,P9,1000,3,6,250,0.1,cardiac_mri,lv_blood,0.3978,,0.975
hvsmr2016,P9,1000,4,6,375,0.15,cardiac_mri,lv_blood,0.4512,,1.0
hvsmr2016,P9,1000,5,6,500,0.2,cardiac_mri,lv_blood,0.422,,1.0
isic2018,P0,1000,0,6,21,0.0101,dermoscopy,skin_lesion,0.7765,,1.0
isic2018,P0,1000,1,6,42,0.0202,dermoscopy,skin_lesion,0.8088,,1.0
isic2018,P0,1000,2,6,104,0.0501,dermoscopy,skin_lesion,0.8279,,1.0
isic2018,P0,1000,3,6,208,0.1002,dermoscopy,skin_lesion,0.854,,1.0
isic2018,P0,1000,4,6,312,0.1503,dermoscopy,skin_lesion,0.8556,,1.0
isic2018,P0,1000,5,6,416,0.2004,dermoscopy,skin_lesion,0.8629,19.29286132273958,1.0
isic2018,P1,1000,0,6,21,0.0101,dermoscopy,skin_lesion,0.7765,,1.0
isic2018,P1,1000,1,6,42,0.0202,dermoscopy,skin_lesion,0.7844,,1.0
isic2018,P1,1000,2,6,104,0.0501,dermoscopy,skin_lesion,0.7937,,1.0
isic2018,P1,1000,3,6,208,0.1002,dermoscopy,skin_lesion,0.7829,,1.0
isic2018,P1,1000,4,6,312,0.1503,dermoscopy,skin_lesion,0.8388,,1.0
isic2018,P1,1000,5,6,416,0.2004,dermoscopy,skin_lesion,0.7604,43.88996343410918,1.0
isic2018,P2,1000,0,6,21,0.0101,dermoscopy,skin_lesion,0.778,,1.0
isic2018,P2,1000,1,6,42,0.0202,dermoscopy,skin_lesion,0.8121,,1.0
isic2018,P2,1000,2,6,104,0.0501,dermoscopy,skin_lesion,0.8039,,1.0
isic2018,P2,1000,3,6,208,0.1002,dermoscopy,skin_lesion,0.8182,,1.0
isic2018,P2,1000,4,6,312,0.1503,dermoscopy,skin_lesion,0.8472,,1.0
isic2018,P2,1000,5,6,416,0.2004,dermoscopy,skin_lesion,0.8518,19.773435891899695,1.0
isic2018,P3,1000,0,6,21,0.0101,dermoscopy,skin_lesion,0.778,,1.0
isic2018,P3,1000,1,6,42,0.0202,dermoscopy,skin_lesion,0.802,,1.0
isic2018,P3,1000,2,6,104,0.0501,dermoscopy,skin_lesion,0.8344,,1.0
isic2018,P3,1000,3,6,208,0.1002,dermoscopy,skin_lesion,0.8453,,1.0
isic2018,P3,1000,4,6,312,0.1503,dermoscopy,skin_lesion,0.8451,,1.0
isic2018,P3,1000,5,6,416,0.2004,dermoscopy,skin_lesion,0.8242,29.141762436154238,1.0
isic2018,P4,1000,0,6,21,0.0101,dermoscopy,skin_lesion,0.778,,1.0
isic2018,P4,1000,1,6,42,0.0202,dermoscopy,skin_lesion,0.7626,,0.9961389961389961
isic2018,P4,1000,2,6,104,0.0501,dermoscopy,skin_lesion,0.8556,,1.0
isic2018,P4,1000,3,6,208,0.1002,dermoscopy,skin_lesion,0.8625,,1.0
isic2018,P4,1000,4,6,312,0.1503,dermoscopy,skin_lesion,0.8569,,1.0
isic2018,P4,1000,5,6,416,0.2004,dermoscopy,skin_lesion,0.8493,22.755920518907686,1.0
isic2018,P5,1000,0,6,21,0.0101,dermoscopy,skin_lesion,0.778,,1.0
isic2018,P5,1000,1,6,42,0.0202,dermoscopy,skin_lesion,0.7922,,1.0
isic2018,P5,1000,2,6,104,0.0501,dermoscopy,skin_lesion,0.8224,,1.0
isic2018,P5,1000,3,6,208,0.1002,dermoscopy,skin_lesion,0.8496,,1.0
isic2018,P5,1000,4,6,312,0.1503,dermoscopy,skin_lesion,0.8406,,1.0
isic2018,P5,1000,5,6,416,0.2004,dermoscopy,skin_lesion,0.8601,18.042324598597787,1.0
isic2018,P6,1000,0,6,21,0.0101,dermoscopy,skin_lesion,0.7765,,1.0
isic2018,P6,1000,1,6,42,0.0202,dermoscopy,skin_lesion,0.782,,1.0
isic2018,P6,1000,2,6,104,0.0501,dermoscopy,skin_lesion,0.8193,,1.0
isic2018,P6,1000,3,6,208,0.1002,dermoscopy,skin_lesion,0.8334,,1.0
isic2018,P6,1000,4,6,312,0.1503,dermoscopy,skin_lesion,0.839,,1.0
isic2018,P6,1000,5,6,416,0.2004,dermoscopy,skin_lesion,0.818,26.474138900963894,1.0
isic2018,P7,1000,0,6,21,0.0101,dermoscopy,skin_lesion,0.778,,1.0
isic2018,P7,1000,1,6,42,0.0202,dermoscopy,skin_lesion,0.8071,,1.0
isic2018,P7,1000,2,6,104,0.0501,dermoscopy,skin_lesion,0.8176,,1.0
isic2018,P7,1000,3,6,208,0.1002,dermoscopy,skin_lesion,0.8522,,1.0
isic2018,P7,1000,4,6,312,0.1503,dermoscopy,skin_lesion,0.8651,,1.0
isic2018,P7,1000,5,6,416,0.2004,dermoscopy,skin_lesion,0.8727,16.338446182720336,1.0
isic2018,P8,1000,0,6,21,0.0101,dermoscopy,skin_lesion,0.778,,1.0
isic2018,P8,1000,1,6,42,0.0202,dermoscopy,skin_lesion,0.7812,,1.0
isic2018,P8,1000,2,6,104,0.0501,dermoscopy,skin_lesion,0.7999,,1.0
isic2018,P8,1000,3,6,208,0.1002,dermoscopy,skin_lesion,0.8511,,1.0
isic2018,P8,1000,4,6,312,0.1503,dermoscopy,skin_lesion,0.8559,,1.0
isic2018,P8,1000,5,6,416,0.2004,dermoscopy,skin_lesion,0.8663,17.807639668058492,1.0
isic2018,P9,1000,0,6,21,0.0101,dermoscopy,skin_lesion,0.778,,1.0
isic2018,P9,1000,1,6,42,0.0202,dermoscopy,skin_lesion,0.7772,,1.0
isic2018,P9,1000,2,6,104,0.0501,dermoscopy,skin_lesion,0.8264,,1.0
isic2018,P9,1000,3,6,208,0.1002,dermoscopy,skin_lesion,0.8557,,1.0
isic2018,P9,1000,4,6,312,0.1503,dermoscopy,skin_lesion,0.8486,,1.0
isic2018,P9,1000,5,6,416,0.2004,dermoscopy,skin_lesion,0.8568,19.687676342390617,1.0
kits19,P0,1000,0,6,25,0.01,ct,kidney,0.3512,,1.0
kits19,P0,1000,1,6,50,0.02,ct,kidney,0.4417,,1.0
kits19,P0,1000,2,6,125,0.05,ct,kidney,0.5159,,0.9722222222222222
kits19,P0,1000,3,6,250,0.1,ct,kidney,0.5299,,1.0
kits19,P0,1000,4,6,375,0.15,ct,kidney,0.5045,,0.9444444444444444
kits19,P0,1000,5,6,500,0.2,ct,kidney,0.5659,,1.0
kits19,P1,1000,0,6,25,0.01,ct,kidney,0.3512,,1.0
kits19,P1,1000,1,6,50,0.02,ct,kidney,0.3979,,0.9722222222222222
kits19,P1,1000,2,6,125,0.05,ct,kidney,0.4336,,0.9166666666666666
kits19,P1,1000,3,6,250,0.1,ct,kidney,0.4396,,1.0
kits19,P1,1000,4,6,375,0.15,ct,kidney,0.5532,,0.9722222222222222
kits19,P1,1000,5,6,500,0.2,ct,kidney,0.5617,,0.9722222222222222
kits19,P2,1000,0,6,25,0.01,ct,kidney,0.3384,,1.0
kits19,P2,1000,1,6,50,0.02,ct,kidney,0.4045,,1.0
kits19,P2,1000,2,6,125,0.05,ct,kidney,0.4322,,1.0
kits19,P2,1000,3,6,250,0.1,ct,kidney,0.5059,,0.9166666666666666
kits19,P2,1000,4,6,375,0.15,ct,kidney,0.5386,,0.9444444444444444
kits19,P2,1000,5,6,500,0.2,ct,kidney,0.5617,,1.0
kits19,P3,1000,0,6,25,0.01,ct,kidney,0.3512,,1.0
kits19,P3,1000,1,6,50,0.02,ct,kidney,0.3855,,1.0
kits19,P3,1000,2,6,125,0.05,ct,kidney,0.4793,,0.9722222222222222
kits19,P3,1000,3,6,250,0.1,ct,kidney,0.4918,,0.9444444444444444
kits19,P3,1000,4,6,375,0.15,ct,kidney,0.542,,1.0
kits19,P3,1000,5,6,500,0.2,ct,kidney,0.5052,,1.0
kits19,P4,1000,0,6,25,0.01,ct,kidney,0.3384,,1.0
kits19,P4,1000,1,6,50,0.02,ct,kidney,0.4351,,1.0
kits19,P4,1000,2,6,125,0.05,ct,kidney,0.4832,,0.9722222222222222
kits19,P4,1000,3,6,250,0.1,ct,kidney,0.5128,,0.9722222222222222
kits19,P4,1000,4,6,375,0.15,ct,kidney,0.5351,,0.9722222222222222
kits19,P4,1000,5,6,500,0.2,ct,kidney,0.5429,,0.9722222222222222
kits19,P5,1000,0,6,25,0.01,ct,kidney,0.3384,,1.0
kits19,P5,1000,1,6,50,0.02,ct,kidney,0.4295,,1.0
kits19,P5,1000,2,6,125,0.05,ct,kidney,0.4539,,0.9722222222222222
kits19,P5,1000,3,6,250,0.1,ct,kidney,0.5659,,0.9722222222222222
kits19,P5,1000,4,6,375,0.15,ct,kidney,0.5894,,0.9722222222222222
kits19,P5,1000,5,6,500,0.2,ct,kidney,0.5568,,1.0
kits19,P6,1000,0,6,25,0.01,ct,kidney,0.3512,,1.0
kits19,P6,1000,1,6,50,0.02,ct,kidney,0.3966,,1.0
kits19,P6,1000,2,6,125,0.05,ct,kidney,0.406,,0.9444444444444444
kits19,P6,1000,3,6,250,0.1,ct,kidney,0.4901,,0.9166666666666666
kits19,P6,1000,4,6,375,0.15,ct,kidney,0.5046,,1.0
kits19,P6,1000,5,6,500,0.2,ct,kidney,0.5232,,0.9722222222222222
kits19,P7,1000,0,6,25,0.01,ct,kidney,0.3384,,1.0
kits19,P7,1000,1,6,50,0.02,ct,kidney,0.3802,,1.0
kits19,P7,1000,2,6,125,0.05,ct,kidney,0.458,,1.0
kits19,P7,1000,3,6,250,0.1,ct,kidney,0.5006,,0.9444444444444444
kits19,P7,1000,4,6,375,0.15,ct,kidney,0.5614,,1.0
kits19,P7,1000,5,6,500,0.2,ct,kidney,0.5326,,0.9444444444444444
kits19,P8,1000,0,6,25,0.01,ct,kidney,0.3384,,1.0
kits19,P8,1000,1,6,50,0.02,ct,kidney,0.4011,,0.9166666666666666
kits19,P8,1000,2,6,125,0.05,ct,kidney,0.4792,,0.9722222222222222
kits19,P8,1000,3,6,250,0.1,ct,kidney,0.4997,,0.9722222222222222
kits19,P8,1000,4,6,375,0.15,ct,kidney,0.5635,,1.0
kits19,P8,1000,5,6,500,0.2,ct,kidney,0.5142,,0.9166666666666666
kits19,P9,1000,0,6,25,0.01,ct,kidney,0.3384,,1.0
kits19,P9,1000,1,6,50,0.02,ct,kidney,0.3719,,0.9722222222222222
kits19,P9,1000,2,6,125,0.05,ct,kidney,0.4086,,1.0
kits19,P9,1000,3,6,250,0.1,ct,kidney,0.438,,0.9166666666666666
kits19,P9,1000,4,6,375,0.15,ct,kidney,0.4543,,0.9444444444444444
kits19,P9,1000,5,6,500,0.2,ct,kidney,0.5105,,0.9722222222222222
kvasir_seg,P0,1000,0,6,8,0.01,endoscopy,polyp,0.3143,,1.0
kvasir_seg,P0,1000,1,6,16,0.02,endoscopy,polyp,0.4043,,1.0
kvasir_seg,P0,1000,2,6,40,0.05,endoscopy,polyp,0.4752,,1.0
kvasir_seg,P0,1000,3,6,80,0.1,endoscopy,polyp,0.5111,,1.0
kvasir_seg,P0,1000,4,6,120,0.15,endoscopy,polyp,0.5976,,1.0
kvasir_seg,P0,1000,5,6,160,0.2,endoscopy,polyp,0.5959,108.00328614635768,1.0
kvasir_seg,P1,1000,0,6,8,0.01,endoscopy,polyp,0.3143,,1.0
kvasir_seg,P1,1000,1,6,16,0.02,endoscopy,polyp,0.384,,1.0
kvasir_seg,P1,1000,2,6,40,0.05,endoscopy,polyp,0.4552,,1.0
kvasir_seg,P1,1000,3,6,80,0.1,endoscopy,polyp,0.5482,,1.0
kvasir_seg,P1,1000,4,6,120,0.15,endoscopy,polyp,0.5766,,1.0
kvasir_seg,P1,1000,5,6,160,0.2,endoscopy,polyp,0.6149,92.99671722615443,1.0
kvasir_seg,P2,1000,0,6,8,0.01,endoscopy,polyp,0.3002,,1.0
kvasir_seg,P2,1000,1,6,16,0.02,endoscopy,polyp,0.381,,1.0
kvasir_seg,P2,1000,2,6,40,0.05,endoscopy,polyp,0.4343,,1.0
kvasir_seg,P2,1000,3,6,80,0.1,endoscopy,polyp,0.5296,,1.0
kvasir_seg,P2,1000,4,6,120,0.15,endoscopy,polyp,0.5112,,1.0
kvasir_seg,P2,1000,5,6,160,0.2,endoscopy,polyp,0.6069,95.79400278393015,1.0
kvasir_seg,P3,1000,0,6,8,0.01,endoscopy,polyp,0.3002,,1.0
kvasir_seg,P3,1000,1,6,16,0.02,endoscopy,polyp,0.361,,1.0
kvasir_seg,P3,1000,2,6,40,0.05,endoscopy,polyp,0.4004,,1.0
kvasir_seg,P3,1000,3,6,80,0.1,endoscopy,polyp,0.4868,,1.0
kvasir_seg,P3,1000,4,6,120,0.15,endoscopy,polyp,0.6052,,1.0
kvasir_seg,P3,1000,5,6,160,0.2,endoscopy,polyp,0.5795,99.92901567084736,1.0
kvasir_seg,P4,1000,0,6,8,0.01,endoscopy,polyp,0.3002,,1.0
kvasir_seg,P4,1000,1,6,16,0.02,endoscopy,polyp,0.4223,,1.0
kvasir_seg,P4,1000,2,6,40,0.05,endoscopy,polyp,0.3282,,1.0
kvasir_seg,P4,1000,3,6,80,0.1,endoscopy,polyp,0.4916,,1.0
kvasir_seg,P4,1000,4,6,120,0.15,endoscopy,polyp,0.5416,,1.0
kvasir_seg,P4,1000,5,6,160,0.2,endoscopy,polyp,0.5755,103.25037609826086,1.0
kvasir_seg,P5,1000,0,6,8,0.01,endoscopy,polyp,0.3002,,1.0
kvasir_seg,P5,1000,1,6,16,0.02,endoscopy,polyp,0.3744,,1.0
kvasir_seg,P5,1000,2,6,40,0.05,endoscopy,polyp,0.3056,,1.0
kvasir_seg,P5,1000,3,6,80,0.1,endoscopy,polyp,0.4383,,1.0
kvasir_seg,P5,1000,4,6,120,0.15,endoscopy,polyp,0.5154,,1.0
kvasir_seg,P5,1000,5,6,160,0.2,endoscopy,polyp,0.6524,85.0130186736058,1.0
kvasir_seg,P6,1000,0,6,8,0.01,endoscopy,polyp,0.3143,,1.0
kvasir_seg,P6,1000,1,6,16,0.02,endoscopy,polyp,0.3785,,1.0
