dataset,policy,seed,round,total_rounds,labeled_count,budget_frac,modality,target,dsc_fg_round,hd95_fg,struct_detect
kvasir_seg,P6,1000,2,6,40,0.05,endoscopy,polyp,0.4171,,1.0
kvasir_seg,P6,1000,3,6,80,0.1,endoscopy,polyp,0.5123,,1.0
kvasir_seg,P6,1000,4,6,120,0.15,endoscopy,polyp,0.6131,,1.0
kvasir_seg,P6,1000,5,6,160,0.2,endoscopy,polyp,0.628,91.60441751730436,1.0
kvasir_seg,P7,1000,0,6,8,0.01,endoscopy,polyp,0.3002,,1.0
kvasir_seg,P7,1000,1,6,16,0.02,endoscopy,polyp,0.3619,,1.0
kvasir_seg,P7,1000,2,6,40,0.05,endoscopy,polyp,0.4736,,1.0
kvasir_seg,P7,1000,3,6,80,0.1,endoscopy,polyp,0.5283,,1.0
kvasir_seg,P7,1000,4,6,120,0.15,endoscopy,polyp,0.5718,,1.0
kvasir_seg,P7,1000,5,6,160,0.2,endoscopy,polyp,0.5788,102.119315693135,1.0
kvasir_seg,P8,1000,0,6,8,0.01,endoscopy,polyp,0.3002,,1.0
kvasir_seg,P8,1000,1,6,16,0.02,endoscopy,polyp,0.3675,,1.0
kvasir_seg,P8,1000,2,6,40,0.05,endoscopy,polyp,0.5011,,1.0
kvasir_seg,P8,1000,3,6,80,0.1,endoscopy,polyp,0.569,,1.0
kvasir_seg,P8,1000,4,6,120,0.15,endoscopy,polyp,0.593,,1.0
kvasir_seg,P8,1000,5,6,160,0.2,endoscopy,polyp,0.6685,89.97182457279406,1.0
kvasir_seg,P9,1000,0,6,8,0.01,endoscopy,polyp,0.3002,,1.0
kvasir_seg,P9,1000,1,6,16,0.02,endoscopy,polyp,0.3529,,1.0
kvasir_seg,P9,1000,2,6,40,0.05,endoscopy,polyp,0.4421,,1.0
kvasir_seg,P9,1000,3,6,80,0.1,endoscopy,polyp,0.4823,,1.0
kvasir_seg,P9,1000,4,6,120,0.15,endoscopy,polyp,0.6328,,1.0
kvasir_seg,P9,1000,5,6,160,0.2,endoscopy,polyp,0.6292,85.50035014604322,1.0
liqa_mri,P0,1000,0,6,9,0.0103,multi_parametric_mri,liver,0.8469,,1.0
liqa_mri,P0,1000,1,6,18,0.0205,multi_parametric_mri,liver,0.8759,,1.0
liqa_mri,P0,1000,2,6,44,0.0502,multi_parametric_mri,liver,0.8989,,1.0
liqa_mri,P0,1000,3,6,88,0.1005,multi_parametric_mri,liver,0.9232,,1.0
liqa_mri,P0,1000,4,6,132,0.1507,multi_parametric_mri,liver,0.9451,,1.0
liqa_mri,P0,1000,5,6,176,0.2009,multi_parametric_mri,liver,0.9571,,1.0
liqa_mri,P1,1000,0,6,9,0.0103,multi_parametric_mri,liver,0.8469,,1.0
liqa_mri,P1,1000,1,6,18,0.0205,multi_parametric_mri,liver,0.8874,,1.0
liqa_mri,P1,1000,2,6,44,0.0502,multi_parametric_mri,liver,0.9089,,1.0
liqa_mri,P1,1000,3,6,88,0.1005,multi_parametric_mri,liver,0.9247,,1.0
liqa_mri,P1,1000,4,6,132,0.1507,multi_parametric_mri,liver,0.943,,1.0
liqa_mri,P1,1000,5,6,176,0.2009,multi_parametric_mri,liver,0.9523,,1.0
liqa_mri,P2,1000,0,6,9,0.0103,multi_parametric_mri,liver,0.8355,,1.0
liqa_mri,P2,1000,1,6,18,0.0205,multi_parametric_mri,liver,0.8854,,1.0
liqa_mri,P2,1000,2,6,44,0.0502,multi_parametric_mri,liver,0.8727,,1.0
liqa_mri,P2,1000,3,6,88,0.1005,multi_parametric_mri,liver,0.9099,,1.0
liqa_mri,P2,1000,4,6,132,0.1507,multi_parametric_mri,liver,0.9509,,1.0
liqa_mri,P2,1000,5,6,176,0.2009,multi_parametric_mri,liver,0.956,,1.0
liqa_mri,P3,1000,0,6,9,0.0103,multi_parametric_mri,liver,0.8469,,1.0
liqa_mri,P3,1000,1,6,18,0.0205,multi_parametric_mri,liver,0.8905,,1.0
liqa_mri,P3,1000,2,6,44,0.0502,multi_parametric_mri,liver,0.9419,,1.0
liqa_mri,P3,1000,3,6,88,0.1005,multi_parametric_mri,liver,0.9348,,1.0
liqa_mri,P3,1000,4,6,132,0.1507,multi_parametric_mri,liver,0.9419,,1.0
liqa_mri,P3,1000,5,6,176,0.2009,multi_parametric_mri,liver,0.9612,,1.0
liqa_mri,P4,1000,0,6,9,0.0103,multi_parametric_mri,liver,0.8355,,1.0
liqa_mri,P4,1000,1,6,18,0.0205,multi_parametric_mri,liver,0.9018,,1.0
liqa_mri,P4,1000,2,6,44,0.0502,multi_parametric_mri,liver,0.904,,1.0
liqa_mri,P4,1000,3,6,88,0.1005,multi_parametric_mri,liver,0.952,,1.0
liqa_mri,P4,1000,4,6,132,0.1507,multi_parametric_mri,liver,0.9606,,1.0
liqa_mri,P4,1000,5,6,176,0.2009,multi_parametric_mri,liver,0.9658,,1.0
liqa_mri,P5,1000,0,6,9,0.0103,multi_parametric_mri,liver,0.8469,,1.0
liqa_mri,P5,1000,1,6,18,0.0205,multi_parametric_mri,liver,0.8941,,1.0
liqa_mri,P5,1000,2,6,44,0.0502,multi_parametric_mri,liver,0.928,,1.0
liqa_mri,P5,1000,3,6,88,0.1005,multi_parametric_mri,liver,0.9542,,1.0
liqa_mri,P5,1000,4,6,132,0.1507,multi_parametric_mri,liver,0.9493,,1.0
liqa_mri,P5,1000,5,6,176,0.2009,multi_parametric_mri,liver,0.9608,,1.0
liqa_mri,P6,1000,0,6,9,0.0103,multi_parametric_mri,liver,0.8469,,1.0
liqa_mri,P6,1000,1,6,18,0.0205,multi_parametric_mri,liver,0.8471,,1.0
liqa_mri,P6,1000,2,6,44,0.0502,multi_parametric_mri,liver,0.9187,,1.0
liqa_mri,P6,1000,3,6,88,0.1005,multi_parametric_mri,liver,0.9222,,1.0
liqa_mri,P6,1000,4,6,132,0.1507,multi_parametric_mri,liver,0.9231,,1.0
liqa_mri,P6,1000,5,6,176,0.2009,multi_parametric_mri,liver,0.9361,,1.0
liqa_mri,P7,1000,0,6,9,0.0103,multi_parametric_mri,liver,0.8355,,1.0
liqa_mri,P7,1000,1,6,18,0.0205,multi_parametric_mri,liver,0.8992,,1.0
liqa_mri,P7,1000,2,6,44,0.0502,multi_parametric_mri,liver,0.9332,,1.0
liqa_mri,P7,1000,3,6,88,0.1005,multi_parametric_mri,liver,0.9495,,1.0
liqa_mri,P7,1000,4,6,132,0.1507,multi_parametric_mri,liver,0.9601,,1.0
liqa_mri,P7,1000,5,6,176,0.2009,multi_parametric_mri,liver,0.9627,,1.0
liqa_mri,P8,1000,0,6,9,0.0103,multi_parametric_mri,liver,0.8355,,1.0
liqa_mri,P8,1000,1,6,18,0.0205,multi_parametric_mri,liver,0.8719,,1.0
liqa_mri,P8,1000,2,6,44,0.0502,multi_parametric_mri,liver,0.9086,,1.0
liqa_mri,P8,1000,3,6,88,0.1005,multi_parametric_mri,liver,0.9347,,1.0
liqa_mri,P8,1000,4,6,132,0.1507,multi_parametric_mri,liver,0.9166,,1.0
liqa_mri,P8,1000,5,6,176,0.2009,multi_parametric_mri,liver,0.9449,,1.0
liqa_mri,P9,1000,0,6,9,0.0103,multi_parametric_mri,liver,0.8355,,1.0
liqa_mri,P9,1000,1,6,18,0.0205,multi_parametric_mri,liver,0.8276,,1.0
liqa_mri,P9,1000,2,6,44,0.0502,multi_parametric_mri,liver,0.9061,,1.0
liqa_mri,P9,1000,3,6,88,0.1005,multi_parametric_mri,liver,0.9473,,1.0
liqa_mri,P9,1000,4,6,132,0.1507,multi_parametric_mri,liver,0.9466,,1.0
liqa_mri,P9,1000,5,6,176,0.2009,multi_parametric_mri,liver,0.9404,,1.0
mmwhs_ct,P0,1000,0,6,45,0.0102,ct,whole_heart,0.5429,,1.0
mmwhs_ct,P0,1000,1,6,89,0.0202,ct,whole_heart,0.6773,,1.0
mmwhs_ct,P0,1000,2,6,221,0.0501,ct,whole_heart,0.7533,,1.0
mmwhs_ct,P0,1000,3,6,441,0.1,ct,whole_heart,0.7911,,1.0
mmwhs_ct,P0,1000,4,6,662,0.1501,ct,whole_heart,0.8334,,1.0
mmwhs_ct,P0,1000,5,6,882,0.2,ct,whole_heart,0.8404,34.489412656248014,1.0
mmwhs_ct,P1,1000,0,6,45,0.0102,ct,whole_heart,0.5429,,1.0
mmwhs_ct,P1,1000,1,6,89,0.0202,ct,whole_heart,0.6598,,1.0
mmwhs_ct,P1,1000,2,6,221,0.0501,ct,whole_heart,0.7292,,1.0
mmwhs_ct,P1,1000,3,6,441,0.1,ct,whole_heart,0.7884,,1.0
mmwhs_ct,P1,1000,4,6,662,0.1501,ct,whole_heart,0.8306,,1.0
mmwhs_ct,P1,1000,5,6,882,0.2,ct,whole_heart,0.8546,34.79345965956171,1.0
mmwhs_ct,P2,1000,0,6,45,0.0102,ct,whole_heart,0.5981,,1.0
mmwhs_ct,P2,1000,1,6,89,0.0202,ct,whole_heart,0.6559,,1.0
mmwhs_ct,P2,1000,2,6,221,0.0501,ct,whole_heart,0.764,,1.0
mmwhs_ct,P2,1000,3,6,441,0.1,ct,whole_heart,0.8322,,1.0
mmwhs_ct,P2,1000,4,6,662,0.1501,ct,whole_heart,0.8573,,1.0
mmwhs_ct,P2,1000,5,6,882,0.2,ct,whole_heart,0.8828,27.449780203537824,1.0
mmwhs_ct,P3,1000,0,6,45,0.0102,ct,whole_heart,0.5429,,1.0
mmwhs_ct,P3,1000,1,6,89,0.0202,ct,whole_heart,0.5571,,1.0
mmwhs_ct,P3,1000,2,6,221,0.0501,ct,whole_heart,0.649,,1.0
mmwhs_ct,P3,1000,3,6,441,0.1,ct,whole_heart,0.7614,,1.0
mmwhs_ct,P3,1000,4,6,662,0.1501,ct,whole_heart,0.8218,,1.0
mmwhs_ct,P3,1000,5,6,882,0.2,ct,whole_heart,0.8339,36.20618970187038,1.0
mmwhs_ct,P4,1000,0,6,45,0.0102,ct,whole_heart,0.5429,,1.0
mmwhs_ct,P4,1000,1,6,89,0.0202,ct,whole_heart,0.7047,,1.0
mmwhs_ct,P4,1000,2,6,221,0.0501,ct,whole_heart,0.7939,,1.0
mmwhs_ct,P4,1000,3,6,441,0.1,ct,whole_heart,0.8496,,1.0
mmwhs_ct,P4,1000,4,6,662,0.1501,ct,whole_heart,0.844,,1.0
mmwhs_ct,P4,1000,5,6,882,0.2,ct,whole_heart,0.8639,38.45321038566932,1.0
mmwhs_ct,P5,1000,0,6,45,0.0102,ct,whole_heart,0.5429,,1.0
mmwhs_ct,P5,1000,1,6,89,0.0202,ct,whole_heart,0.6477,,1.0
mmwhs_ct,P5,1000,2,6,221,0.0501,ct,whole_heart,0.8242,,1.0
mmwhs_ct,P5,1000,3,6,441,0.1,ct,whole_heart,0.8246,,1.0
mmwhs_ct,P5,1000,4,6,662,0.1501,ct,whole_heart,0.8612,,1.0
mmwhs_ct,P5,1000,5,6,882,0.2,ct,whole_heart,0.8701,40.73028784471884,1.0
mmwhs_ct,P6,1000,0,6,45,0.0102,ct,whole_heart,0.5429,,1.0
mmwhs_ct,P6,1000,1,6,89,0.0202,ct,whole_heart,0.6561,,1.0
mmwhs_ct,P6,1000,2,6,221,0.0501,ct,whole_heart,0.7583,,1.0
mmwhs_ct,P6,1000,3,6,441,0.1,ct,whole_heart,0.7685,,1.0
mmwhs_ct,P6,1000,4,6,662,0.1501,ct,whole_heart,0.8021,,1.0
mmwhs_ct,P6,1000,5,6,882,0.2,ct,whole_heart,0.8433,45.6936633062949,1.0
mmwhs_ct,P7,1000,0,6,45,0.0102,ct,whole_heart,0.5429,,1.0
mmwhs_ct,P7,1000,1,6,89,0.0202,ct,whole_heart,0.6656,,1.0
mmwhs_ct,P7,1000,2,6,221,0.0501,ct,whole_heart,0.7456,,1.0
mmwhs_ct,P7,1000,3,6,441,0.1,ct,whole_heart,0.776,,1.0
mmwhs_ct,P7,1000,4,6,662,0.1501,ct,whole_heart,0.8095,,1.0
mmwhs_ct,P7,1000,5,6,882,0.2,ct,whole_heart,0.851,45.76480067372522,1.0
mmwhs_ct,P8,1000,0,6,45,0.0102,ct,whole_heart,0.5429,,1.0
mmwhs_ct,P8,1000,1,6,89,0.0202,ct,whole_heart,0.6806,,1.0
mmwhs_ct,P8,1000,2,6,221,0.0501,ct,whole_heart,0.7875,,1.0
mmwhs_ct,P8,1000,3,6,441,0.1,ct,whole_heart,0.8206,,1.0
mmwhs_ct,P8,1000,4,6,662,0.1501,ct,whole_heart,0.8102,,1.0
mmwhs_ct,P8,1000,5,6,882,0.2,ct,whole_heart,0.821,40.722791696060646,1.0
mmwhs_ct,P9,1000,0,6,45,0.0102,ct,whole_heart,0.5981,,1.0
mmwhs_ct,P9,1000,1,6,89,0.0202,ct,whole_heart,0.5359,,1.0
mmwhs_ct,P9,1000,2,6,221,0.0501,ct,whole_heart,0.558,,1.0
mmwhs_ct,P9,1000,3,6,441,0.1,ct,whole_heart,0.7374,,1.0
mmwhs_ct,P9,1000,4,6,662,0.1501,ct,whole_heart,0.754,,1.0
mmwhs_ct,P9,1000,5,6,882,0.2,ct,whole_heart,0.7597,59.88896957920346,1.0
msd_task03_liver,P0,1000,0,6,25,0.01,ct,liver,0.4042,,1.0
msd_task03_liver,P0,1000,1,6,50,0.02,ct,liver,0.4925,,1.0
msd_task03_liver,P0,1000,2,6,125,0.05,ct,liver,0.5167,,1.0
msd_task03_liver,P0,1000,3,6,250,0.1,ct,liver,0.5561,,1.0
msd_task03_liver,P0,1000,4,6,375,0.15,ct,liver,0.5736,,1.0
msd_task03_liver,P0,1000,5,6,500,0.2,ct,liver,0.5442,,1.0
msd_task03_liver,P1,1000,0,6,25,0.01,ct,liver,0.4042,,1.0
msd_task03_liver,P1,1000,1,6,50,0.02,ct,liver,0.4271,,0.9545454545454546
msd_task03_liver,P1,1000,2,6,125,0.05,ct,liver,0.4844,,1.0
msd_task03_liver,P1,1000,3,6,250,0.1,ct,liver,0.5345,,1.0
msd_task03_liver,P1,1000,4,6,375,0.15,ct,liver,0.5668,,1.0
msd_task03_liver,P1,1000,5,6,500,0.2,ct,liver,0.5559,,1.0
msd_task03_liver,P2,1000,0,6,25,0.01,ct,liver,0.4053,,1.0
msd_task03_liver,P2,1000,1,6,50,0.02,ct,liver,0.4636,,1.0
msd_task03_liver,P2,1000,2,6,125,0.05,ct,liver,0.4229,,1.0
msd_task03_liver,P2,1000,3,6,250,0.1,ct,liver,0.5422,,1.0
msd_task03_liver,P2,1000,4,6,375,0.15,ct,liver,0.5526,,0.9545454545454546
msd_task03_liver,P2,1000,5,6,500,0.2,ct,liver,0.5915,,1.0
msd_task03_liver,P3,1000,0,6,25,0.01,ct,liver,0.4042,,1.0
msd_task03_liver,P3,1000,1,6,50,0.02,ct,liver,0.4483,,1.0
msd_task03_liver,P3,1000,2,6,125,0.05,ct,liver,0.5008,,1.0
msd_task03_liver,P3,1000,3,6,250,0.1,ct,liver,0.5586,,1.0
msd_task03_liver,P3,1000,4,6,375,0.15,ct,liver,0.5876,,1.0
msd_task03_liver,P3,1000,5,6,500,0.2,ct,liver,0.5643,,1.0
msd_task03_liver,P4,1000,0,6,25,0.01,ct,liver,0.4053,,1.0
msd_task03_liver,P4,1000,1,6,50,0.02,ct,liver,0.4391,,0.9545454545454546
msd_task03_liver,P4,1000,2,6,125,0.05,ct,liver,0.5144,,1.0
msd_task03_liver,P4,1000,3,6,250,0.1,ct,liver,0.5561,,1.0
msd_task03_liver,P4,1000,4,6,375,0.15,ct,liver,0.5989,,1.0
msd_task03_liver,P4,1000,5,6,500,0.2,ct,liver,0.5728,,1.0
msd_task03_liver,P5,1000,0,6,25,0.01,ct,liver,0.4042,,1.0
msd_task03_liver,P5,1000,1,6,50,0.02,ct,liver,0.4025,,1.0
msd_task03_liver,P5,1000,2,6,125,0.05,ct,liver,0.5377,,1.0
msd_task03_liver,P5,1000,3,6,250,0.1,ct,liver,0.6123,,1.0
msd_task03_liver,P5,1000,4,6,375,0.15,ct,liver,0.5807,,1.0
msd_task03_liver,P5,1000,5,6,500,0.2,ct,liver,0.6188,,1.0
msd_task03_liver,P6,1000,0,6,25,0.01,ct,liver,0.4042,,1.0
msd_task03_liver,P6,1000,1,6,50,0.02,ct,liver,0.4617,,0.9090909090909091
msd_task03_liver,P6,1000,2,6,125,0.05,ct,liver,0.4542,,0.8636363636363636
msd_task03_liver,P6,1000,3,6,250,0.1,ct,liver,0.4794,,1.0
msd_task03_liver,P6,1000,4,6,375,0.15,ct,liver,0.5662,,0.9545454545454546
msd_task03_liver,P6,1000,5,6,500,0.2,ct,liver,0.5583,,0.9545454545454546
msd_task03_liver,P7,1000,0,6,25,0.01,ct,liver,0.4053,,1.0
msd_task03_liver,P7,1000,1,6,50,0.02,ct,liver,0.4088,,1.0
msd_task03_liver,P7,1000,2,6,125,0.05,ct,liver,0.5165,,1.0
msd_task03_liver,P7,1000,3,6,250,0.1,ct,liver,0.5337,,1.0
msd_task03_liver,P7,1000,4,6,375,0.15,ct,liver,0.5828,,1.0
msd_task03_liver,P7,1000,5,6,500,0.2,ct,liver,0.5607,,1.0
msd_task03_liver,P8,1000,0,6,25,0.01,ct,liver,0.4053,,1.0
msd_task03_liver,P8,1000,1,6,50,0.02,ct,liver,0.5077,,1.0
msd_task03_liver,P8,1000,2,6,125,0.05,ct,liver,0.5404,,1.0
msd_task03_liver,P8,1000,3,6,250,0.1,ct,liver,0.5763,,1.0
msd_task03_liver,P8,1000,4,6,375,0.15,ct,liver,0.5672,,1.0
msd_task03_liver,P8,1000,5,6,500,0.2,ct,liver,0.6196,,1.0
msd_task03_liver,P9,1000,0,6,25,0.01,ct,liver,0.4053,,1.0
msd_task03_liver,P9,1000,1,6,50,0.02,ct,liver,0.4374,,1.0
msd_task03_liver,P9,1000,2,6,125,0.05,ct,liver,0.4649,,0.9545454545454546
msd_task03_liver,P9,1000,3,6,250,0.1,ct,liver,0.4875,,1.0
msd_task03_liver,P9,1000,4,6,375,0.15,ct,liver,0.5313,,1.0
msd_task03_liver,P9,1000,5,6,500,0.2,ct,liver,0.5473,,1.0
msd_task04_hippocampus,P0,1000,0,6,40,0.0102,mri,hippocampus_anterior,0.6359,,1.0
msd_task04_hippocampus,P0,1000,1,6,79,0.0201,mri,hippocampus_anterior,0.7213,,1.0
msd_task04_hippocampus,P0,1000,2,6,197,0.0502,mri,hippocampus_anterior,0.7619,,1.0
msd_task04_hippocampus,P0,1000,3,6,393,0.1002,mri,hippocampus_anterior,0.8014,,1.0
msd_task04_hippocampus,P0,1000,4,6,589,0.1502,mri,hippocampus_anterior,0.8099,,1.0
msd_task04_hippocampus,P0,1000,5,6,785,0.2002,mri,hippocampus_anterior,0.8216,,1.0
msd_task04_hippocampus,P1,1000,0,6,40,0.0102,mri,hippocampus_anterior,0.6359,,1.0
msd_task04_hippocampus,P1,1000,1,6,79,0.0201,mri,hippocampus_anterior,0.6648,,1.0
msd_task04_hippocampus,P1,1000,2,6,197,0.0502,mri,hippocampus_anterior,0.7625,,1.0
msd_task04_hippocampus,P1,1000,3,6,393,0.1002,mri,hippocampus_anterior,0.807,,1.0
msd_task04_hippocampus,P1,1000,4,6,589,0.1502,mri,hippocampus_anterior,0.8171,,1.0
msd_task04_hippocampus,P1,1000,5,6,785,0.2002,mri,hippocampus_anterior,0.8302,,1.0
msd_task04_hippocampus,P2,1000,0,6,40,0.0102,mri,hippocampus_anterior,0.6359,,1.0
msd_task04_hippocampus,P2,1000,1,6,79,0.0201,mri,hippocampus_anterior,0.6758,,1.0
msd_task04_hippocampus,P2,1000,2,6,197,0.0502,mri,hippocampus_anterior,0.7703,,1.0
msd_task04_hippocampus,P2,1000,3,6,393,0.1002,mri,hippocampus_anterior,0.8176,,1.0
msd_task04_hippocampus,P2,1000,4,6,589,0.1502,mri,hippocampus_anterior,0.8262,,1.0
msd_task04_hippocampus,P2,1000,5,6,785,0.2002,mri,hippocampus_anterior,0.8313,,1.0
msd_task04_hippocampus,P3,1000,0,6,40,0.0102,mri,hippocampus_anterior,0.6359,,1.0
msd_task04_hippocampus,P3,1000,1,6,79,0.0201,mri,hippocampus_anterior,0.6822,,1.0
msd_task04_hippocampus,P3,1000,2,6,197,0.0502,mri,hippocampus_anterior,0.7623,,1.0
msd_task04_hippocampus,P3,1000,3,6,393,0.1002,mri,hippocampus_anterior,0.7897,,1.0
msd_task04_hippocampus,P3,1000,4,6,589,0.1502,mri,hippocampus_anterior,0.81,,1.0
msd_task04_hippocampus,P3,1000,5,6,785,0.2002,mri,hippocampus_anterior,0.8224,,1.0
msd_task04_hippocampus,P4,1000,0,6,40,0.0102,mri,hippocampus_anterior,0.6262,,1.0
msd_task04_hippocampus,P4,1000,1,6,79,0.0201,mri,hippocampus_anterior,0.7014,,1.0
msd_task04_hippocampus,P4,1000,2,6,197,0.0502,mri,hippocampus_anterior,0.7582,,1.0
msd_task04_hippocampus,P4,1000,3,6,393,0.1002,mri,hippocampus_anterior,0.8081,,1.0
msd_task04_hippocampus,P4,1000,4,6,589,0.1502,mri,hippocampus_anterior,0.8151,,1.0
msd_task04_hippocampus,P4,1000,5,6,785,0.2002,mri,hippocampus_anterior,0.8276,,1.0
msd_task04_hippocampus,P5,1000,0,6,40,0.0102,mri,hippocampus_anterior,0.6262,,1.0
msd_task04_hippocampus,P5,1000,1,6,79,0.0201,mri,hippocampus_anterior,0.7014,,1.0
msd_task04_hippocampus,P5,1000,2,6,197,0.0502,mri,hippocampus_anterior,0.7848,,1.0
msd_task04_hippocampus,P5,1000,3,6,393,0.1002,mri,hippocampus_anterior,0.8229,,1.0
msd_task04_hippocampus,P5,1000,4,6,589,0.1502,mri,hippocampus_anterior,0.8202,,1.0
msd_task04_hippocampus,P5,1000,5,6,785,0.2002,mri,hippocampus_anterior,0.8297,,1.0
msd_task04_hippocampus,P6,1000,0,6,40,0.0102,mri,hippocampus_anterior,0.6262,,1.0
msd_task04_hippocampus,P6,1000,1,6,79,0.0201,mri,hippocampus_anterior,0.6694,,1.0
msd_task04_hippocampus,P6,1000,2,6,197,0.0502,mri,hippocampus_anterior,0.7338,,1.0
msd_task04_hippocampus,P6,1000,3,6,393,0.1002,mri,hippocampus_anterior,0.7764,,1.0
msd_task04_hippocampus,P6,1000,4,6,589,0.1502,mri,hippocampus_anterior,0.7966,,1.0
msd_task04_hippocampus,P6,1000,5,6,785,0.2002,mri,hippocampus_anterior,0.8035,,1.0
msd_task04_hippocampus,P7,1000,0,6,40,0.0102,mri,hippocampus_anterior,0.6262,,1.0
msd_task04_hippocampus,P7,1000,1,6,79,0.0201,mri,hippocampus_anterior,0.667,,1.0
msd_task04_hippocampus,P7,1000,2,6,197,0.0502,mri,hippocampus_anterior,0.7331,,1.0
msd_task04_hippocampus,P7,1000,3,6,393,0.1002,mri,hippocampus_anterior,0.7758,,1.0
msd_task04_hippocampus,P7,1000,4,6,589,0.1502,mri,hippocampus_anterior,0.8094,,1.0
msd_task04_hippocampus,P7,1000,5,6,785,0.2002,mri,hippocampus_anterior,0.8132,,1.0
msd_task04_hippocampus,P8,1000,0,6,40,0.0102,mri,hippocampus_anterior,0.6262,,1.0
msd_task04_hippocampus,P8,1000,1,6,79,0.0201,mri,hippocampus_anterior,0.7022,,1.0
msd_task04_hippocampus,P8,1000,2,6,197,0.0502,mri,hippocampus_anterior,0.7648,,1.0
msd_task04_hippocampus,P8,1000,3,6,393,0.1002,mri,hippocampus_anterior,0.7858,,1.0
msd_task04_hippocampus,P8,1000,4,6,589,0.1502,mri,hippocampus_anterior,0.8146,,1.0
msd_task04_hippocampus,P8,1000,5,6,785,0.2002,mri,hippocampus_anterior,0.8175,,1.0
msd_task04_hippocampus,P9,1000,0,6,40,0.0102,mri,hippocampus_anterior,0.6262,,1.0
msd_task04_hippocampus,P9,1000,1,6,79,0.0201,mri,hippocampus_anterior,0.6365,,1.0
msd_task04_hippocampus,P9,1000,2,6,197,0.0502,mri,hippocampus_anterior,0.7003,,1.0
msd_task04_hippocampus,P9,1000,3,6,393,0.1002,mri,hippocampus_anterior,0.7634,,1.0
msd_task04_hippocampus,P9,1000,4,6,589,0.1502,mri,hippocampus_anterior,0.7776,,1.0
msd_task04_hippocampus,P9,1000,5,6,785,0.2002,mri,hippocampus_anterior,0.7326,,1.0
msd_task07_pancreas,P0,1000,0,6,25,0.01,ct,pancreas,0.1645,,0.9583333333333334
msd_task07_pancreas,P0,1000,1,6,50,0.02,ct,pancreas,0.2196,,0.9583333333333334
msd_task07_pancreas,P0,1000,2,6,125,0.05,ct,pancreas,0.2673,,0.9375
msd_task07_pancreas,P0,1000,3,6,250,0.1,ct,pancreas,0.3285,,0.9791666666666666
msd_task07_pancreas,P0,1000,4,6,375,0.15,ct,pancreas,0.3465,,0.875
msd_task07_pancreas,P0,1000,5,6,500,0.2,ct,pancreas,0.4293,,0.9166666666666666
msd_task07_pancreas,P1,1000,0,6,25,0.01,ct,pancreas,0.1645,,0.9583333333333334
msd_task07_pancreas,P1,1000,1,6,50,0.02,ct,pancreas,0.1444,,1.0
msd_task07_pancreas,P1,1000,2,6,125,0.05,ct,pancreas,0.27,,0.8333333333333334
msd_task07_pancreas,P1,1000,3,6,250,0.1,ct,pancreas,0.3315,,0.9166666666666666
msd_task07_pancreas,P1,1000,4,6,375,0.15,ct,pancreas,0.3069,,0.7708333333333334
msd_task07_pancreas,P1,1000,5,6,500,0.2,ct,pancreas,0.4038,,0.9583333333333334
msd_task07_pancreas,P2,1000,0,6,25,0.01,ct,pancreas,0.1902,,1.0
msd_task07_pancreas,P2,1000,1,6,50,0.02,ct,pancreas,0.2088,,0.7708333333333334
msd_task07_pancreas,P2,1000,2,6,125,0.05,ct,pancreas,0.2504,,0.8125
msd_task07_pancreas,P2,1000,3,6,250,0.1,ct,pancreas,0.3492,,0.8958333333333334
msd_task07_pancreas,P2,1000,4,6,375,0.15,ct,pancreas,0.3883,,0.9166666666666666
msd_task07_pancreas,P2,1000,5,6,500,0.2,ct,pancreas,0.3442,,0.75
msd_task07_pancreas,P3,1000,0,6,25,0.01,ct,pancreas,0.1902,,1.0
msd_task07_pancreas,P3,1000,1,6,50,0.02,ct,pancreas,0.1784,,0.9791666666666666
msd_task07_pancreas,P3,1000,2,6,125,0.05,ct,pancreas,0.2294,,0.9375
msd_task07_pancreas,P3,1000,3,6,250,0.1,ct,pancreas,0.3118,,0.75
msd_task07_pancreas,P3,1000,4,6,375,0.15,ct,pancreas,0.3014,,0.8333333333333334
msd_task07_pancreas,P3,1000,5,6,500,0.2,ct,pancreas,0.389,,0.8541666666666666
msd_task07_pancreas,P4,1000,0,6,25,0.01,ct,pancreas,0.1902,,1.0
msd_task07_pancreas,P4,1000,1,6,50,0.02,ct,pancreas,0.1854,,1.0
msd_task07_pancreas,P4,1000,2,6,125,0.05,ct,pancreas,0.261,,0.8958333333333334
msd_task07_pancreas,P4,1000,3,6,250,0.1,ct,pancreas,0.3213,,0.9166666666666666
msd_task07_pancreas,P4,1000,4,6,375,0.15,ct,pancreas,0.3152,,0.9166666666666666
msd_task07_pancreas,P4,1000,5,6,500,0.2,ct,pancreas,0.3666,,0.8333333333333334
msd_task07_pancreas,P5,1000,0,6,25,0.01,ct,pancreas,0.1682,,0.9791666666666666
msd_task07_pancreas,P5,1000,1,6,50,0.02,ct,pancreas,0.221,,0.9583333333333334
msd_task07_pancreas,P5,1000,2,6,125,0.05,ct,pancreas,0.2747,,0.8125
msd_task07_pancreas,P5,1000,3,6,250,0.1,ct,pancreas,0.315,,0.9791666666666666
msd_task07_pancreas,P5,1000,4,6,375,0.15,ct,pancreas,0.4042,,0.9166666666666666
msd_task07_pancreas,P5,1000,5,6,500,0.2,ct,pancreas,0.3885,,0.9166666666666666
